particle_id,polymer,size_um,shape,aging,charge,oxidation_score,corona_score,hydrophobicity_score,roughness_score,leachate_score,charge_score,shape_factor,shape_retention,size_class,reactive_surface_class,corona_potential_class
MP0191,PE,1.0,sphere,pristine,negative,0.22,0.59,0.85,0.266,0.40800000000000003,0.6,1.0,0.3,submicron-to-small,low,moderate
MP0192,PE,1.0,sphere,pristine,positive,0.22,0.63,0.85,0.266,0.40800000000000003,0.8,1.0,0.3,submicron-to-small,low,moderate
MP0193,PE,1.0,sphere,UV-aged,neutral,0.8200000000000001,0.61,0.85,0.5660000000000001,0.48800000000000004,0.3,1.0,0.3,submicron-to-small,high,moderate
MP0194,PE,1.0,sphere,UV-aged,negative,0.8200000000000001,0.67,0.85,0.5660000000000001,0.48800000000000004,0.6,1.0,0.3,submicron-to-small,high,high
MP0195,PE,1.0,sphere,UV-aged,positive,0.8200000000000001,0.71,0.85,0.5660000000000001,0.48800000000000004,0.8,1.0,0.3,submicron-to-small,high,high
MP0196,PE,1.0,sphere,oxidized,neutral,1.0,0.63,0.85,0.716,0.508,0.3,1.0,0.3,submicron-to-small,high,moderate
MP0197,PE,1.0,sphere,oxidized,negative,1.0,0.6900000000000001,0.85,0.716,0.508,0.6,1.0,0.3,submicron-to-small,high,high
MP0198,PE,1.0,sphere,oxidized,positive,1.0,0.73,0.85,0.716,0.508,0.8,1.0,0.3,submicron-to-small,high,high
MP0199,PE,1.0,fragment,pristine,neutral,0.22,0.57,0.85,0.34600000000000003,0.43800000000000006,0.3,1.25,0.6,submicron-to-small,low,moderate
MP0200,PE,1.0,fragment,pristine,negative,0.22,0.63,0.85,0.34600000000000003,0.43800000000000006,0.6,1.25,0.6,submicron-to-small,low,moderate
MP0201,PE,1.0,fragment,pristine,positive,0.22,0.6699999999999999,0.85,0.34600000000000003,0.43800000000000006,0.8,1.25,0.6,submicron-to-small,low,high
MP0202,PE,1.0,fragment,UV-aged,neutral,0.8200000000000001,0.65,0.85,0.646,0.518,0.3,1.25,0.6,submicron-to-small,high,moderate
MP0203,PE,1.0,fragment,UV-aged,negative,0.8200000000000001,0.7100000000000001,0.85,0.646,0.518,0.6,1.25,0.6,submicron-to-small,high,high
MP0204,PE,1.0,fragment,UV-aged,positive,0.8200000000000001,0.75,0.85,0.646,0.518,0.8,1.25,0.6,submicron-to-small,high,high
MP0205,PE,1.0,fragment,oxidized,neutral,1.0,0.67,0.85,0.7959999999999999,0.538,0.3,1.25,0.6,submicron-to-small,high,high
MP0206,PE,1.0,fragment,oxidized,negative,1.0,0.7300000000000001,0.85,0.7959999999999999,0.538,0.6,1.25,0.6,submicron-to-small,high,high
MP0207,PE,1.0,fragment,oxidized,positive,1.0,0.77,0.85,0.7959999999999999,0.538,0.8,1.25,0.6,submicron-to-small,high,high
MP0208,PE,1.0,fiber,pristine,neutral,0.22,0.5599999999999999,0.85,0.366,0.42800000000000005,0.3,1.6,0.85,submicron-to-small,low,moderate
MP0209,PE,1.0,fiber,pristine,negative,0.22,0.62,0.85,0.366,0.42800000000000005,0.6,1.6,0.85,submicron-to-small,low,moderate
MP0210,PE,1.0,fiber,pristine,positive,0.22,0.6599999999999999,0.85,0.366,0.42800000000000005,0.8,1.6,0.85,submicron-to-small,low,high
MP0211,PE,1.0,fiber,UV-aged,neutral,0.8200000000000001,0.64,0.85,0.666,0.508,0.3,1.6,0.85,submicron-to-small,high,moderate
MP0212,PE,1.0,fiber,UV-aged,negative,0.8200000000000001,0.7000000000000001,0.85,0.666,0.508,0.6,1.6,0.85,submicron-to-small,high,high
MP0213,PE,1.0,fiber,UV-aged,positive,0.8200000000000001,0.74,0.85,0.666,0.508,0.8,1.6,0.85,submicron-to-small,high,high
MP0214,PE,1.0,fiber,oxidized,neutral,1.0,0.66,0.85,0.816,0.528,0.3,1.6,0.85,submicron-to-small,high,high
MP0215,PE,1.0,fiber,oxidized,negative,1.0,0.7200000000000001,0.85,0.816,0.528,0.6,1.6,0.85,submicron-to-small,high,high
MP0216,PE,1.0,fiber,oxidized,positive,1.0,0.76,0.85,0.816,0.528,0.8,1.6,0.85,submicron-to-small,high,high
MP0217,PE,5.0,sphere,pristine,neutral,0.21000000000000002,0.49,0.85,0.258,0.404,0.3,1.0,0.3,small microplastic,low,moderate
MP0218,PE,5.0,sphere,pristine,negative,0.21000000000000002,0.55,0.85,0.258,0.404,0.6,1.0,0.3,small microplastic,low,moderate
MP0219,PE,5.0,sphere,pristine,positive,0.21000000000000002,0.5900000000000001,0.85,0.258,0.404,0.8,1.0,0.3,small microplastic,low,moderate
MP0220,PE,5.0,sphere,UV-aged,neutral,0.81,0.5700000000000001,0.85,0.558,0.48400000000000004,0.3,1.0,0.3,small microplastic,high,moderate
MP0221,PE,5.0,sphere,UV-aged,negative,0.81,0.6300000000000001,0.85,0.558,0.48400000000000004,0.6,1.0,0.3,small microplastic,high,moderate
MP0222,PE,5.0,sphere,UV-aged,positive,0.81,0.67,0.85,0.558,0.48400000000000004,0.8,1.0,0.3,small microplastic,high,high
MP0223,PE,5.0,sphere,oxidized,neutral,1.0,0.5900000000000001,0.85,0.708,0.504,0.3,1.0,0.3,small microplastic,high,moderate
MP0224,PE,5.0,sphere,oxidized,negative,1.0,0.6500000000000001,0.85,0.708,0.504,0.6,1.0,0.3,small microplastic,high,high
MP0225,PE,5.0,sphere,oxidized,positive,1.0,0.6900000000000001,0.85,0.708,0.504,0.8,1.0,0.3,small microplastic,high,high
MP0226,PE,5.0,fragment,pristine,neutral,0.21000000000000002,0.53,0.85,0.338,0.43400000000000005,0.3,1.25,0.6,small microplastic,low,moderate
MP0227,PE,5.0,fragment,pristine,negative,0.21000000000000002,0.5900000000000001,0.85,0.338,0.43400000000000005,0.6,1.25,0.6,small microplastic,low,moderate
MP0228,PE,5.0,fragment,pristine,positive,0.21000000000000002,0.63,0.85,0.338,0.43400000000000005,0.8,1.25,0.6,small microplastic,low,moderate
MP0229,PE,5.0,fragment,UV-aged,neutral,0.81,0.6100000000000001,0.85,0.638,0.514,0.3,1.25,0.6,small microplastic,high,moderate
MP0230,PE,5.0,fragment,UV-aged,negative,0.81,0.6700000000000002,0.85,0.638,0.514,0.6,1.25,0.6,small microplastic,high,high
MP0231,PE,5.0,fragment,UV-aged,positive,0.81,0.7100000000000001,0.85,0.638,0.514,0.8,1.25,0.6,small microplastic,high,high
MP0232,PE,5.0,fragment,oxidized,neutral,1.0,0.6300000000000001,0.85,0.7879999999999999,0.534,0.3,1.25,0.6,small microplastic,high,moderate
MP0233,PE,5.0,fragment,oxidized,negative,1.0,0.6900000000000002,0.85,0.7879999999999999,0.534,0.6,1.25,0.6,small microplastic,high,high
MP0234,PE,5.0,fragment,oxidized,positive,1.0,0.7300000000000001,0.85,0.7879999999999999,0.534,0.8,1.25,0.6,small microplastic,high,high
MP0235,PE,5.0,fiber,pristine,neutral,0.21000000000000002,0.52,0.85,0.358,0.42400000000000004,0.3,1.6,0.85,small microplastic,low,moderate
MP0236,PE,5.0,fiber,pristine,negative,0.21000000000000002,0.5800000000000001,0.85,0.358,0.42400000000000004,0.6,1.6,0.85,small microplastic,low,moderate
MP0237,PE,5.0,fiber,pristine,positive,0.21000000000000002,0.62,0.85,0.358,0.42400000000000004,0.8,1.6,0.85,small microplastic,low,moderate
MP0238,PE,5.0,fiber,UV-aged,neutral,0.81,0.6000000000000001,0.85,0.658,0.504,0.3,1.6,0.85,small microplastic,high,moderate
MP0239,PE,5.0,fiber,UV-aged,negative,0.81,0.6600000000000001,0.85,0.658,0.504,0.6,1.6,0.85,small microplastic,high,high
MP0240,PE,5.0,fiber,UV-aged,positive,0.81,0.7000000000000001,0.85,0.658,0.504,0.8,1.6,0.85,small microplastic,high,high
MP0241,PE,5.0,fiber,oxidized,neutral,1.0,0.6200000000000001,0.85,0.8079999999999999,0.524,0.3,1.6,0.85,small microplastic,high,moderate
MP0242,PE,5.0,fiber,oxidized,negative,1.0,0.6800000000000002,0.85,0.8079999999999999,0.524,0.6,1.6,0.85,small microplastic,high,high
MP0243,PE,5.0,fiber,oxidized,positive,1.0,0.7200000000000001,0.85,0.8079999999999999,0.524,0.8,1.6,0.85,small microplastic,high,high
MP0244,PE,10.0,sphere,pristine,neutral,0.2,0.45,0.85,0.25,0.4,0.3,1.0,0.3,larger microplastic,low,moderate
MP0245,PE,10.0,sphere,pristine,negative,0.2,0.51,0.85,0.25,0.4,0.6,1.0,0.3,larger microplastic,low,moderate
MP0246,PE,10.0,sphere,pristine,positive,0.2,0.55,0.85,0.25,0.4,0.8,1.0,0.3,larger microplastic,low,moderate
MP0247,PE,10.0,sphere,UV-aged,neutral,0.8,0.53,0.85,0.55,0.48000000000000004,0.3,1.0,0.3,larger microplastic,high,moderate
MP0248,PE,10.0,sphere,UV-aged,negative,0.8,0.5900000000000001,0.85,0.55,0.48000000000000004,0.6,1.0,0.3,larger microplastic,high,moderate
MP0249,PE,10.0,sphere,UV-aged,positive,0.8,0.63,0.85,0.55,0.48000000000000004,0.8,1.0,0.3,larger microplastic,high,moderate
MP0250,PE,10.0,sphere,oxidized,neutral,1.0,0.55,0.85,0.7,0.5,0.3,1.0,0.3,larger microplastic,high,moderate
MP0251,PE,10.0,sphere,oxidized,negative,1.0,0.6100000000000001,0.85,0.7,0.5,0.6,1.0,0.3,larger microplastic,high,moderate
MP0252,PE,10.0,sphere,oxidized,positive,1.0,0.65,0.85,0.7,0.5,0.8,1.0,0.3,larger microplastic,high,moderate
MP0253,PE,10.0,fragment,pristine,neutral,0.2,0.49,0.85,0.33,0.43000000000000005,0.3,1.25,0.6,larger microplastic,low,moderate
MP0254,PE,10.0,fragment,pristine,negative,0.2,0.55,0.85,0.33,0.43000000000000005,0.6,1.25,0.6,larger microplastic,low,moderate
MP0255,PE,10.0,fragment,pristine,positive,0.2,0.59,0.85,0.33,0.43000000000000005,0.8,1.25,0.6,larger microplastic,low,moderate
MP0256,PE,10.0,fragment,UV-aged,neutral,0.8,0.5700000000000001,0.85,0.63,0.51,0.3,1.25,0.6,larger microplastic,high,moderate
MP0257,PE,10.0,fragment,UV-aged,negative,0.8,0.6300000000000001,0.85,0.63,0.51,0.6,1.25,0.6,larger microplastic,high,moderate
MP0258,PE,10.0,fragment,UV-aged,positive,0.8,0.67,0.85,0.63,0.51,0.8,1.25,0.6,larger microplastic,high,high
MP0259,PE,10.0,fragment,oxidized,neutral,1.0,0.5900000000000001,0.85,0.7799999999999999,0.53,0.3,1.25,0.6,larger microplastic,high,moderate
MP0260,PE,10.0,fragment,oxidized,negative,1.0,0.6500000000000001,0.85,0.7799999999999999,0.53,0.6,1.25,0.6,larger microplastic,high,high
MP0261,PE,10.0,fragment,oxidized,positive,1.0,0.6900000000000001,0.85,0.7799999999999999,0.53,0.8,1.25,0.6,larger microplastic,high,high
MP0262,PE,10.0,fiber,pristine,neutral,0.2,0.48,0.85,0.35,0.42000000000000004,0.3,1.6,0.85,larger microplastic,low,moderate
MP0263,PE,10.0,fiber,pristine,negative,0.2,0.54,0.85,0.35,0.42000000000000004,0.6,1.6,0.85,larger microplastic,low,moderate
MP0264,PE,10.0,fiber,pristine,positive,0.2,0.58,0.85,0.35,0.42000000000000004,0.8,1.6,0.85,larger microplastic,low,moderate
MP0265,PE,10.0,fiber,UV-aged,neutral,0.8,0.56,0.85,0.65,0.5,0.3,1.6,0.85,larger microplastic,high,moderate
MP0266,PE,10.0,fiber,UV-aged,negative,0.8,0.6200000000000001,0.85,0.65,0.5,0.6,1.6,0.85,larger microplastic,high,moderate
MP0267,PE,10.0,fiber,UV-aged,positive,0.8,0.66,0.85,0.65,0.5,0.8,1.6,0.85,larger microplastic,high,high
MP0268,PE,10.0,fiber,oxidized,neutral,1.0,0.5800000000000001,0.85,0.7999999999999999,0.52,0.3,1.6,0.85,larger microplastic,high,moderate
MP0269,PE,10.0,fiber,oxidized,negative,1.0,0.6400000000000001,0.85,0.7999999999999999,0.52,0.6,1.6,0.85,larger microplastic,high,moderate
MP0270,PE,10.0,fiber,oxidized,positive,1.0,0.68,0.85,0.7999999999999999,0.52,0.8,1.6,0.85,larger microplastic,high,high
MP0271,PP,0.05,sphere,pristine,neutral,0.23,0.5700000000000001,0.8,0.274,0.462,0.3,1.0,0.3,nano-scale,low,moderate
MP0272,PP,0.05,sphere,pristine,negative,0.23,0.63,0.8,0.274,0.462,0.6,1.0,0.3,nano-scale,low,moderate
MP0273,PP,0.05,sphere,pristine,positive,0.23,0.67,0.8,0.274,0.462,0.8,1.0,0.3,nano-scale,low,high
MP0274,PP,0.05,sphere,UV-aged,neutral,0.8300000000000001,0.65,0.8,0.5740000000000001,0.542,0.3,1.0,0.3,nano-scale,high,moderate
MP0275,PP,0.05,sphere,UV-aged,negative,0.8300000000000001,0.7100000000000001,0.8,0.5740000000000001,0.542,0.6,1.0,0.3,nano-scale,high,high
MP0276,PP,0.05,sphere,UV-aged,positive,0.8300000000000001,0.75,0.8,0.5740000000000001,0.542,0.8,1.0,0.3,nano-scale,high,high
MP0277,PP,0.05,sphere,oxidized,neutral,1.0,0.67,0.8,0.724,0.562,0.3,1.0,0.3,nano-scale,high,high
MP0278,PP,0.05,sphere,oxidized,negative,1.0,0.7300000000000001,0.8,0.724,0.562,0.6,1.0,0.3,nano-scale,high,high
MP0279,PP,0.05,sphere,oxidized,positive,1.0,0.77,0.8,0.724,0.562,0.8,1.0,0.3,nano-scale,high,high
MP0280,PP,0.05,fragment,pristine,neutral,0.23,0.61,0.8,0.35400000000000004,0.492,0.3,1.25,0.6,nano-scale,low,moderate
MP0281,PP,0.05,fragment,pristine,negative,0.23,0.67,0.8,0.35400000000000004,0.492,0.6,1.25,0.6,nano-scale,low,high
MP0282,PP,0.05,fragment,pristine,positive,0.23,0.71,0.8,0.35400000000000004,0.492,0.8,1.25,0.6,nano-scale,low,high
MP0283,PP,0.05,fragment,UV-aged,neutral,0.8300000000000001,0.6900000000000001,0.8,0.654,0.5720000000000001,0.3,1.25,0.6,nano-scale,high,high
MP0284,PP,0.05,fragment,UV-aged,negative,0.8300000000000001,0.7500000000000001,0.8,0.654,0.5720000000000001,0.6,1.25,0.6,nano-scale,high,high
MP0285,PP,0.05,fragment,UV-aged,positive,0.8300000000000001,0.79,0.8,0.654,0.5720000000000001,0.8,1.25,0.6,nano-scale,high,high
MP0286,PP,0.05,fragment,oxidized,neutral,1.0,0.7100000000000001,0.8,0.8039999999999999,0.5920000000000001,0.3,1.25,0.6,nano-scale,high,high
MP0287,PP,0.05,fragment,oxidized,negative,1.0,0.7700000000000001,0.8,0.8039999999999999,0.5920000000000001,0.6,1.25,0.6,nano-scale,high,high
MP0288,PP,0.05,fragment,oxidized,positive,1.0,0.81,0.8,0.8039999999999999,0.5920000000000001,0.8,1.25,0.6,nano-scale,high,high
MP0289,PP,0.05,fiber,pristine,neutral,0.23,0.6,0.8,0.374,0.48200000000000004,0.3,1.6,0.85,nano-scale,low,moderate
MP0290,PP,0.05,fiber,pristine,negative,0.23,0.66,0.8,0.374,0.48200000000000004,0.6,1.6,0.85,nano-scale,low,high
MP0291,PP,0.05,fiber,pristine,positive,0.23,0.7,0.8,0.374,0.48200000000000004,0.8,1.6,0.85,nano-scale,low,high
MP0292,PP,0.05,fiber,UV-aged,neutral,0.8300000000000001,0.68,0.8,0.674,0.562,0.3,1.6,0.85,nano-scale,high,high
MP0293,PP,0.05,fiber,UV-aged,negative,0.8300000000000001,0.7400000000000001,0.8,0.674,0.562,0.6,1.6,0.85,nano-scale,high,high
MP0294,PP,0.05,fiber,UV-aged,positive,0.8300000000000001,0.78,0.8,0.674,0.562,0.8,1.6,0.85,nano-scale,high,high
MP0295,PP,0.05,fiber,oxidized,neutral,1.0,0.7000000000000001,0.8,0.824,0.5820000000000001,0.3,1.6,0.85,nano-scale,high,high
MP0296,PP,0.05,fiber,oxidized,negative,1.0,0.7600000000000001,0.8,0.824,0.5820000000000001,0.6,1.6,0.85,nano-scale,high,high
MP0297,PP,0.05,fiber,oxidized,positive,1.0,0.8,0.8,0.824,0.5820000000000001,0.8,1.6,0.85,nano-scale,high,high
MP0298,PP,0.1,sphere,pristine,neutral,0.23,0.5700000000000001,0.8,0.274,0.462,0.3,1.0,0.3,nano-scale,low,moderate
MP0299,PP,0.1,sphere,pristine,negative,0.23,0.63,0.8,0.274,0.462,0.6,1.0,0.3,nano-scale,low,moderate
MP0300,PP,0.1,sphere,pristine,positive,0.23,0.67,0.8,0.274,0.462,0.8,1.0,0.3,nano-scale,low,high
MP0301,PP,0.1,sphere,UV-aged,neutral,0.8300000000000001,0.65,0.8,0.5740000000000001,0.542,0.3,1.0,0.3,nano-scale,high,moderate
MP0302,PP,0.1,sphere,UV-aged,negative,0.8300000000000001,0.7100000000000001,0.8,0.5740000000000001,0.542,0.6,1.0,0.3,nano-scale,high,high
MP0303,PP,0.1,sphere,UV-aged,positive,0.8300000000000001,0.75,0.8,0.5740000000000001,0.542,0.8,1.0,0.3,nano-scale,high,high
MP0304,PP,0.1,sphere,oxidized,neutral,1.0,0.67,0.8,0.724,0.562,0.3,1.0,0.3,nano-scale,high,high
MP0305,PP,0.1,sphere,oxidized,negative,1.0,0.7300000000000001,0.8,0.724,0.562,0.6,1.0,0.3,nano-scale,high,high
MP0306,PP,0.1,sphere,oxidized,positive,1.0,0.77,0.8,0.724,0.562,0.8,1.0,0.3,nano-scale,high,high
MP0307,PP,0.1,fragment,pristine,neutral,0.23,0.61,0.8,0.35400000000000004,0.492,0.3,1.25,0.6,nano-scale,low,moderate
MP0308,PP,0.1,fragment,pristine,negative,0.23,0.67,0.8,0.35400000000000004,0.492,0.6,1.25,0.6,nano-scale,low,high
MP0309,PP,0.1,fragment,pristine,positive,0.23,0.71,0.8,0.35400000000000004,0.492,0.8,1.25,0.6,nano-scale,low,high
MP0310,PP,0.1,fragment,UV-aged,neutral,0.8300000000000001,0.6900000000000001,0.8,0.654,0.5720000000000001,0.3,1.25,0.6,nano-scale,high,high
MP0311,PP,0.1,fragment,UV-aged,negative,0.8300000000000001,0.7500000000000001,0.8,0.654,0.5720000000000001,0.6,1.25,0.6,nano-scale,high,high
MP0312,PP,0.1,fragment,UV-aged,positive,0.8300000000000001,0.79,0.8,0.654,0.5720000000000001,0.8,1.25,0.6,nano-scale,high,high
MP0313,PP,0.1,fragment,oxidized,neutral,1.0,0.7100000000000001,0.8,0.8039999999999999,0.5920000000000001,0.3,1.25,0.6,nano-scale,high,high
MP0314,PP,0.1,fragment,oxidized,negative,1.0,0.7700000000000001,0.8,0.8039999999999999,0.5920000000000001,0.6,1.25,0.6,nano-scale,high,high
MP0315,PP,0.1,fragment,oxidized,positive,1.0,0.81,0.8,0.8039999999999999,0.5920000000000001,0.8,1.25,0.6,nano-scale,high,high
MP0316,PP,0.1,fiber,pristine,neutral,0.23,0.6,0.8,0.374,0.48200000000000004,0.3,1.6,0.85,nano-scale,low,moderate
MP0317,PP,0.1,fiber,pristine,negative,0.23,0.66,0.8,0.374,0.48200000000000004,0.6,1.6,0.85,nano-scale,low,high
MP0318,PP,0.1,fiber,pristine,positive,0.23,0.7,0.8,0.374,0.48200000000000004,0.8,1.6,0.85,nano-scale,low,high
MP0319,PP,0.1,fiber,UV-aged,neutral,0.8300000000000001,0.68,0.8,0.674,0.562,0.3,1.6,0.85,nano-scale,high,high
MP0320,PP,0.1,fiber,UV-aged,negative,0.8300000000000001,0.7400000000000001,0.8,0.674,0.562,0.6,1.6,0.85,nano-scale,high,high
MP0321,PP,0.1,fiber,UV-aged,positive,0.8300000000000001,0.78,0.8,0.674,0.562,0.8,1.6,0.85,nano-scale,high,high
MP0322,PP,0.1,fiber,oxidized,neutral,1.0,0.7000000000000001,0.8,0.824,0.5820000000000001,0.3,1.6,0.85,nano-scale,high,high
MP0323,PP,0.1,fiber,oxidized,negative,1.0,0.7600000000000001,0.8,0.824,0.5820000000000001,0.6,1.6,0.85,nano-scale,high,high
MP0324,PP,0.1,fiber,oxidized,positive,1.0,0.8,0.8,0.824,0.5820000000000001,0.8,1.6,0.85,nano-scale,high,high
MP0325,PP,1.0,sphere,pristine,neutral,0.22,0.53,0.8,0.266,0.458,0.3,1.0,0.3,submicron-to-small,low,moderate
MP0326,PP,1.0,sphere,pristine,negative,0.22,0.59,0.8,0.266,0.458,0.6,1.0,0.3,submicron-to-small,low,moderate
MP0327,PP,1.0,sphere,pristine,positive,0.22,0.63,0.8,0.266,0.458,0.8,1.0,0.3,submicron-to-small,low,moderate
MP0328,PP,1.0,sphere,UV-aged,neutral,0.8200000000000001,0.61,0.8,0.5660000000000001,0.538,0.3,1.0,0.3,submicron-to-small,high,moderate
MP0329,PP,1.0,sphere,UV-aged,negative,0.8200000000000001,0.67,0.8,0.5660000000000001,0.538,0.6,1.0,0.3,submicron-to-small,high,high
MP0330,PP,1.0,sphere,UV-aged,positive,0.8200000000000001,0.71,0.8,0.5660000000000001,0.538,0.8,1.0,0.3,submicron-to-small,high,high
MP0331,PP,1.0,sphere,oxidized,neutral,1.0,0.63,0.8,0.716,0.558,0.3,1.0,0.3,submicron-to-small,high,moderate
MP0332,PP,1.0,sphere,oxidized,negative,1.0,0.6900000000000001,0.8,0.716,0.558,0.6,1.0,0.3,submicron-to-small,high,high
MP0333,PP,1.0,sphere,oxidized,positive,1.0,0.73,0.8,0.716,0.558,0.8,1.0,0.3,submicron-to-small,high,high
MP0334,PP,1.0,fragment,pristine,neutral,0.22,0.57,0.8,0.34600000000000003,0.488,0.3,1.25,0.6,submicron-to-small,low,moderate
MP0335,PP,1.0,fragment,pristine,negative,0.22,0.63,0.8,0.34600000000000003,0.488,0.6,1.25,0.6,submicron-to-small,low,moderate
MP0336,PP,1.0,fragment,pristine,positive,0.22,0.6699999999999999,0.8,0.34600000000000003,0.488,0.8,1.25,0.6,submicron-to-small,low,high
MP0337,PP,1.0,fragment,UV-aged,neutral,0.8200000000000001,0.65,0.8,0.646,0.5680000000000001,0.3,1.25,0.6,submicron-to-small,high,moderate
MP0338,PP,1.0,fragment,UV-aged,negative,0.8200000000000001,0.7100000000000001,0.8,0.646,0.5680000000000001,0.6,1.25,0.6,submicron-to-small,high,high
MP0339,PP,1.0,fragment,UV-aged,positive,0.8200000000000001,0.75,0.8,0.646,0.5680000000000001,0.8,1.25,0.6,submicron-to-small,high,high
MP0340,PP,1.0,fragment,oxidized,neutral,1.0,0.67,0.8,0.7959999999999999,0.5880000000000001,0.3,1.25,0.6,submicron-to-small,high,high
MP0341,PP,1.0,fragment,oxidized,negative,1.0,0.7300000000000001,0.8,0.7959999999999999,0.5880000000000001,0.6,1.25,0.6,submicron-to-small,high,high
MP0342,PP,1.0,fragment,oxidized,positive,1.0,0.77,0.8,0.7959999999999999,0.5880000000000001,0.8,1.25,0.6,submicron-to-small,high,high
MP0343,PP,1.0,fiber,pristine,neutral,0.22,0.5599999999999999,0.8,0.366,0.47800000000000004,0.3,1.6,0.85,submicron-to-small,low,moderate
MP0344,PP,1.0,fiber,pristine,negative,0.22,0.62,0.8,0.366,0.47800000000000004,0.6,1.6,0.85,submicron-to-small,low,moderate
MP0345,PP,1.0,fiber,pristine,positive,0.22,0.6599999999999999,0.8,0.366,0.47800000000000004,0.8,1.6,0.85,submicron-to-small,low,high
MP0346,PP,1.0,fiber,UV-aged,neutral,0.8200000000000001,0.64,0.8,0.666,0.558,0.3,1.6,0.85,submicron-to-small,high,moderate
MP0347,PP,1.0,fiber,UV-aged,negative,0.8200000000000001,0.7000000000000001,0.8,0.666,0.558,0.6,1.6,0.85,submicron-to-small,high,high
MP0348,PP,1.0,fiber,UV-aged,positive,0.8200000000000001,0.74,0.8,0.666,0.558,0.8,1.6,0.85,submicron-to-small,high,high
MP0349,PP,1.0,fiber,oxidized,neutral,1.0,0.66,0.8,0.816,0.5780000000000001,0.3,1.6,0.85,submicron-to-small,high,high
MP0350,PP,1.0,fiber,oxidized,negative,1.0,0.7200000000000001,0.8,0.816,0.5780000000000001,0.6,1.6,0.85,submicron-to-small,high,high
MP0351,PP,1.0,fiber,oxidized,positive,1.0,0.76,0.8,0.816,0.5780000000000001,0.8,1.6,0.85,submicron-to-small,high,high
MP0352,PP,5.0,sphere,pristine,neutral,0.21000000000000002,0.49,0.8,0.258,0.454,0.3,1.0,0.3,small microplastic,low,moderate
MP0353,PP,5.0,sphere,pristine,negative,0.21000000000000002,0.55,0.8,0.258,0.454,0.6,1.0,0.3,small microplastic,low,moderate
MP0354,PP,5.0,sphere,pristine,positive,0.21000000000000002,0.5900000000000001,0.8,0.258,0.454,0.8,1.0,0.3,small microplastic,low,moderate
MP0355,PP,5.0,sphere,UV-aged,neutral,0.81,0.5700000000000001,0.8,0.558,0.534,0.3,1.0,0.3,small microplastic,high,moderate
MP0356,PP,5.0,sphere,UV-aged,negative,0.81,0.6300000000000001,0.8,0.558,0.534,0.6,1.0,0.3,small microplastic,high,moderate
MP0357,PP,5.0,sphere,UV-aged,positive,0.81,0.67,0.8,0.558,0.534,0.8,1.0,0.3,small microplastic,high,high
MP0358,PP,5.0,sphere,oxidized,neutral,1.0,0.5900000000000001,0.8,0.708,0.554,0.3,1.0,0.3,small microplastic,high,moderate
MP0359,PP,5.0,sphere,oxidized,negative,1.0,0.6500000000000001,0.8,0.708,0.554,0.6,1.0,0.3,small microplastic,high,high
MP0360,PP,5.0,sphere,oxidized,positive,1.0,0.6900000000000001,0.8,0.708,0.554,0.8,1.0,0.3,small microplastic,high,high
MP0361,PP,5.0,fragment,pristine,neutral,0.21000000000000002,0.53,0.8,0.338,0.484,0.3,1.25,0.6,small microplastic,low,moderate
MP0362,PP,5.0,fragment,pristine,negative,0.21000000000000002,0.5900000000000001,0.8,0.338,0.484,0.6,1.25,0.6,small microplastic,low,moderate
MP0363,PP,5.0,fragment,pristine,positive,0.21000000000000002,0.63,0.8,0.338,0.484,0.8,1.25,0.6,small microplastic,low,moderate
MP0364,PP,5.0,fragment,UV-aged,neutral,0.81,0.6100000000000001,0.8,0.638,0.5640000000000001,0.3,1.25,0.6,small microplastic,high,moderate
MP0365,PP,5.0,fragment,UV-aged,negative,0.81,0.6700000000000002,0.8,0.638,0.5640000000000001,0.6,1.25,0.6,small microplastic,high,high
MP0366,PP,5.0,fragment,UV-aged,positive,0.81,0.7100000000000001,0.8,0.638,0.5640000000000001,0.8,1.25,0.6,small microplastic,high,high
MP0367,PP,5.0,fragment,oxidized,neutral,1.0,0.6300000000000001,0.8,0.7879999999999999,0.5840000000000001,0.3,1.25,0.6,small microplastic,high,moderate
MP0368,PP,5.0,fragment,oxidized,negative,1.0,0.6900000000000002,0.8,0.7879999999999999,0.5840000000000001,0.6,1.25,0.6,small microplastic,high,high
MP0369,PP,5.0,fragment,oxidized,positive,1.0,0.7300000000000001,0.8,0.7879999999999999,0.5840000000000001,0.8,1.25,0.6,small microplastic,high,high
MP0370,PP,5.0,fiber,pristine,neutral,0.21000000000000002,0.52,0.8,0.358,0.47400000000000003,0.3,1.6,0.85,small microplastic,low,moderate
MP0371,PP,5.0,fiber,pristine,negative,0.21000000000000002,0.5800000000000001,0.8,0.358,0.47400000000000003,0.6,1.6,0.85,small microplastic,low,moderate
MP0372,PP,5.0,fiber,pristine,positive,0.21000000000000002,0.62,0.8,0.358,0.47400000000000003,0.8,1.6,0.85,small microplastic,low,moderate
MP0373,PP,5.0,fiber,UV-aged,neutral,0.81,0.6000000000000001,0.8,0.658,0.554,0.3,1.6,0.85,small microplastic,high,moderate
MP0374,PP,5.0,fiber,UV-aged,negative,0.81,0.6600000000000001,0.8,0.658,0.554,0.6,1.6,0.85,small microplastic,high,high
MP0375,PP,5.0,fiber,UV-aged,positive,0.81,0.7000000000000001,0.8,0.658,0.554,0.8,1.6,0.85,small microplastic,high,high
