risk_rank,simulation_id,exposure_scenario_id,particle_id,polymer,size_um,size_class,shape,aging,charge,dose_level,daily_dose_unit,duration_days,gut_status,diet_state,particle_hazard_potential,interaction_risk_proxy,lymphatic_burden_index,macrophage_activation_score,ROS_score,cytokine_activation_score,systemic_inflammatory_spillover_score,immune_dysregulation_score,lymphatic_microplastic_immune_risk_index,final_risk_class,dominant_mechanistic_driver
4392,SIM040440,EXP0060,MP0615,PVC,1.0,submicron-to-small,fiber,pristine,positive,high,10.0,90,barrier-impaired,high-fat,0.6019340380924281,0.707694764275511,0.6646905218805957,0.6203334697594397,0.5857441579520487,0.637400170991346,0.6409998764195664,0.661643192038362,0.6480024039894304,high,lymphatic burden dominated
4393,SIM038929,EXP0058,MP0454,PS,0.1,nano-scale,fiber,UV-aged,neutral,high,10.0,90,inflamed,high-fat,0.7375138094239284,0.7353395059619514,0.6382168130189978,0.6086298684239302,0.6063650045850838,0.6339117509247845,0.6396610250984848,0.6602778702236892,0.6479497264505205,high,systemic spillover dominated
4394,SIM039347,EXP0059,MP0197,PE,1.0,submicron-to-small,sphere,oxidized,negative,high,10.0,90,barrier-impaired,normal,0.7001707751220805,0.6989356265165605,0.6909388437727222,0.6247484080899354,0.6083030310077556,0.6463203197565981,0.644840283858284,0.6748481175016707,0.647943168413823,high,lymphatic burden dominated
4395,SIM039525,EXP0059,MP0375,PP,5.0,small microplastic,fiber,UV-aged,positive,high,10.0,90,barrier-impaired,normal,0.6953583264509355,0.7065220479497623,0.6621426501359875,0.6390606917053149,0.6060547977245294,0.6424043251806622,0.6109911540061064,0.6676139690758407,0.6479179940611531,high,lymphatic burden dominated
4396,SIM042062,EXP0063,MP0212,PE,1.0,submicron-to-small,fiber,UV-aged,negative,high,10.0,180,inflamed,normal,0.7112222275663413,0.706170249544752,0.6624343171167625,0.6178921409017805,0.6349677253036214,0.6566327883868348,0.6424047088233519,0.6773817018402448,0.6479099375113572,high,lymphatic burden dominated
4397,SIM031472,EXP0047,MP0422,PS,0.05,nano-scale,fragment,oxidized,negative,medium,5.0,365,barrier-impaired,normal,0.8038105980424504,0.7301807397474104,0.5582870391459896,0.6506430345706381,0.6595656513797865,0.6190339084480061,0.5692537477768697,0.6301925791176128,0.6478769193629084,high,oxidative stress dominated
4398,SIM035931,EXP0054,MP0156,PE,0.05,nano-scale,fiber,pristine,positive,high,10.0,30,barrier-impaired,high-fat,0.6217739886307676,0.7056862683200711,0.6891084360034674,0.609512278677056,0.5648608475007498,0.625593929488407,0.6340180508965823,0.6507936640687595,0.6478522967149284,high,lymphatic burden dominated
4399,SIM035657,EXP0053,MP0557,PVC,0.05,nano-scale,fragment,oxidized,negative,high,10.0,30,barrier-impaired,normal,0.7841417908969991,0.733877788848061,0.6336648895350131,0.6368906030577174,0.5959922994142434,0.6229252323358933,0.5925357374831369,0.6504171471491973,0.6478186219982822,high,macrophage activation dominated
4400,SIM036423,EXP0054,MP0648,PVC,5.0,small microplastic,fiber,oxidized,positive,high,10.0,30,barrier-impaired,high-fat,0.7603603248497316,0.7347189253917998,0.631965136652075,0.6294999959581642,0.5913218951508792,0.623901435227979,0.608968120053146,0.6498831773926321,0.6478005382950593,high,lymphatic burden dominated
4401,SIM042432,EXP0063,MP0582,PVC,0.1,nano-scale,fragment,UV-aged,positive,high,10.0,180,inflamed,normal,0.7614019009777427,0.7281531347296669,0.6261429871962868,0.6307746086283685,0.641317774388749,0.6501357591178161,0.6348431489251585,0.6745842601889559,0.6477962624178633,high,cytokine activation dominated
4402,SIM032199,EXP0048,MP0474,PS,1.0,submicron-to-small,fragment,UV-aged,positive,medium,5.0,365,barrier-impaired,high-fat,0.7517083352115885,0.7271519272101692,0.568045905973051,0.6356371079819821,0.6498990661265357,0.620178627114299,0.599340823281357,0.6301562912785259,0.6477941587825482,high,oxidative stress dominated
4403,SIM043101,EXP0064,MP0576,PVC,0.1,nano-scale,sphere,oxidized,positive,high,10.0,180,inflamed,high-fat,0.7639874410597769,0.7336866512736181,0.6296636603025798,0.6120808965031134,0.6406458241802888,0.6513387885213763,0.6849361487760147,0.6784430689263842,0.6477179954632091,high,systemic spillover dominated
4404,SIM031499,EXP0047,MP0449,PS,0.1,nano-scale,fragment,oxidized,negative,medium,5.0,365,barrier-impaired,normal,0.8020623553643602,0.7295132364839922,0.558761131221268,0.6502086999461957,0.6591652800730252,0.6189133266527885,0.5691002392427632,0.6300084963202082,0.647661695191516,high,oxidative stress dominated
4405,SIM042903,EXP0064,MP0378,PP,5.0,small microplastic,fiber,oxidized,positive,high,10.0,180,inflamed,high-fat,0.7450562347462926,0.7247115545843161,0.6337227915062948,0.6136441542980224,0.6378818062439535,0.6538719555877542,0.6653710429904011,0.676321376992066,0.6476589232555559,high,systemic spillover dominated
4406,SIM035684,EXP0053,MP0584,PVC,0.1,nano-scale,fragment,oxidized,negative,high,10.0,30,barrier-impaired,normal,0.7824199618797563,0.7331988004011135,0.6343629240826644,0.6365593067874495,0.5955655959332131,0.6228771656848852,0.592441194146654,0.6503243353171412,0.6476499165615399,high,macrophage activation dominated
4407,SIM035718,EXP0053,MP0618,PVC,1.0,submicron-to-small,fiber,UV-aged,positive,high,10.0,30,barrier-impaired,normal,0.7498040095028102,0.7270302394440097,0.6396997834376545,0.6388057090308318,0.5894304183908037,0.6228316569183888,0.5839653821686446,0.6487706427357376,0.6476253184318066,high,lymphatic burden dominated
4408,SIM039630,EXP0059,MP0480,PS,1.0,submicron-to-small,fiber,pristine,positive,high,10.0,90,barrier-impaired,normal,0.6213642764067755,0.7024636359840244,0.6660931194749228,0.6360836284358659,0.5909125146262552,0.638080404508131,0.6089656422410007,0.6621615681905855,0.6476139948373049,high,lymphatic burden dominated
4409,SIM046976,EXP0070,MP0401,PP,10.0,larger microplastic,fiber,UV-aged,negative,high,10.0,365,inflamed,high-fat,0.6457997939918658,0.6903449892029919,0.647841103511034,0.6040936260213928,0.6671538834099829,0.682982068884965,0.7126549470531542,0.6922824244550592,0.6476113084524334,high,systemic spillover dominated
4410,SIM031210,EXP0047,MP0160,PE,0.05,nano-scale,fiber,oxidized,neutral,medium,5.0,365,barrier-impaired,normal,0.7527589886307676,0.7102500220949135,0.5888218427512505,0.6347792729709314,0.6530234567309415,0.6224503770808637,0.5768262872848849,0.6304151003039508,0.647587968977858,high,oxidative stress dominated
4411,SIM041930,EXP0063,MP0080,PET,1.0,submicron-to-small,fiber,oxidized,negative,high,10.0,180,inflamed,normal,0.7536107229001493,0.7242762656114575,0.6268747845508473,0.6290756079510804,0.6392410604500001,0.650125684145697,0.6251715519193957,0.6724259586764381,0.6475778201457406,high,cytokine activation dominated
4412,SIM043693,EXP0065,MP0493,PS,5.0,small microplastic,sphere,oxidized,neutral,high,10.0,180,barrier-impaired,normal,0.6602162655769919,0.6876299280057394,0.6807109174373773,0.627082259232773,0.6303887243453111,0.6620036832234023,0.6591011110353993,0.683986152154395,0.6475496585589209,high,lymphatic burden dominated
4413,SIM042056,EXP0063,MP0206,PE,1.0,submicron-to-small,fragment,oxidized,negative,high,10.0,180,inflamed,normal,0.7416966750891261,0.7091821948492446,0.6618108314343963,0.6172547215659904,0.640789879831422,0.6572900681372296,0.6522093478052813,0.6803204263024893,0.6475231816399434,high,lymphatic burden dominated
4414,SIM035852,EXP0054,MP0077,PET,1.0,submicron-to-small,fiber,UV-aged,negative,high,10.0,30,barrier-impaired,high-fat,0.7055279619813694,0.7269041351800691,0.6453987187003801,0.6201418397490386,0.5794026038917612,0.621977915223235,0.6145922112713493,0.6470836151854856,0.6475128461372588,high,lymphatic burden dominated
4415,SIM035574,EXP0053,MP0474,PS,1.0,submicron-to-small,fragment,UV-aged,positive,high,10.0,30,barrier-impaired,normal,0.7517083352115885,0.725144726096033,0.6477985521074656,0.6378552044739093,0.5908254297276396,0.6244371147003476,0.5930182949766928,0.6516826224382124,0.6474410898196415,high,lymphatic burden dominated
4416,SIM046501,EXP0069,MP0601,PVC,1.0,submicron-to-small,sphere,oxidized,neutral,high,10.0,365,inflamed,normal,0.6754758951194663,0.6830841025005717,0.6669279518827613,0.6093659063370056,0.6759957187993489,0.6845041656741031,0.70468515653284,0.6972084873047958,0.6474073558167057,high,systemic spillover dominated
4417,SIM046035,EXP0069,MP0135,PET,10.0,larger microplastic,fiber,oxidized,positive,high,10.0,365,inflamed,normal,0.7186815020098519,0.7038140251056844,0.6188976902930939,0.6363868866706786,0.678682309169284,0.6773138026869313,0.6540350681480713,0.6891648513404164,0.6474037922594371,high,oxidative stress dominated
4418,SIM031937,EXP0048,MP0212,PE,1.0,submicron-to-small,fiber,UV-aged,negative,medium,5.0,365,barrier-impaired,high-fat,0.7112222275663413,0.7106435196323246,0.5927998951014621,0.6226891237941565,0.6446601157246699,0.6228371009587279,0.6049610106448879,0.6302486584764271,0.6473932788368375,high,oxidative stress dominated
4419,SIM043295,EXP0065,MP0095,PET,5.0,small microplastic,fragment,UV-aged,negative,high,10.0,180,barrier-impaired,normal,0.6501679818976741,0.6962415161244467,0.6574270039483492,0.6367816254160426,0.6260961867236633,0.6566123254714739,0.6368978746002871,0.6774680997020469,0.6473835680767752,high,lymphatic burden dominated
4420,SIM042816,EXP0064,MP0291,PP,0.05,nano-scale,fiber,pristine,positive,high,10.0,180,inflamed,high-fat,0.6195489886307676,0.704009824453718,0.6705833049918879,0.5978032451106976,0.6156203244036875,0.6536562773779467,0.6817290380696563,0.6740038602112434,0.6473807115105195,high,systemic spillover dominated
4421,SIM036058,EXP0054,MP0283,PP,0.05,nano-scale,fragment,UV-aged,neutral,high,10.0,30,barrier-impaired,high-fat,0.6833844567063739,0.7104049204022358,0.6858648742773292,0.6040774241099708,0.5757540535832424,0.6274571871879873,0.6421046373445638,0.6538009048489191,0.6473796145873941,high,lymphatic burden dominated
4422,SIM032017,EXP0048,MP0292,PP,0.05,nano-scale,fiber,UV-aged,neutral,medium,5.0,365,barrier-impaired,high-fat,0.7040147123508191,0.7105922388069508,0.5929174843357324,0.6176327842009536,0.6422328550106391,0.621825088016428,0.607397768750118,0.6287037460355853,0.6473634719590259,high,oxidative stress dominated
4423,SIM039226,EXP0059,MP0076,PET,1.0,submicron-to-small,fiber,UV-aged,neutral,high,10.0,90,barrier-impaired,normal,0.6675428857665194,0.7076477742252212,0.6565373509574067,0.6312571164152667,0.5975700873987495,0.6373694857604186,0.6081273970857873,0.6614914929781998,0.647306604913564,high,lymphatic burden dominated
4424,SIM032343,EXP0048,MP0618,PVC,1.0,submicron-to-small,fiber,UV-aged,positive,medium,5.0,365,barrier-impaired,high-fat,0.7498040095028102,0.7288475927320588,0.5594749246242825,0.6356410044737664,0.6473807189805202,0.6177014759856492,0.5893148791038149,0.6265293649484915,0.6472904844282,high,oxidative stress dominated
4425,SIM039892,EXP0060,MP0067,PET,1.0,submicron-to-small,fragment,UV-aged,neutral,high,10.0,90,barrier-impaired,high-fat,0.6499463546836396,0.7110827812734357,0.6620611896501711,0.6140033385564397,0.5935552891182327,0.6378675208219261,0.6500553910450488,0.6635654073756051,0.647266189526705,high,lymphatic burden dominated
4426,SIM044067,EXP0066,MP0192,PE,1.0,submicron-to-small,sphere,pristine,positive,high,10.0,180,barrier-impaired,high-fat,0.5295010728501958,0.6706469198990007,0.718990415751221,0.5976918217878687,0.606514944079753,0.663466393520138,0.7171063970281225,0.6849843138918349,0.6472432939934413,high,lymphatic burden dominated
4427,SIM040363,EXP0060,MP0538,PS,10.0,larger microplastic,fiber,oxidized,neutral,high,10.0,90,barrier-impaired,high-fat,0.6938594540286291,0.7161837878534641,0.6456045597793253,0.6244796317228511,0.6022400842743152,0.6394304201649194,0.633368178228484,0.663877429034244,0.6471986104977364,high,lymphatic burden dominated
4428,SIM035314,EXP0053,MP0214,PE,1.0,submicron-to-small,fiber,oxidized,neutral,high,10.0,30,barrier-impaired,normal,0.7213238018910275,0.7073916531548579,0.6784309029924751,0.6225696887182397,0.5835863450246876,0.6271494387657318,0.6011990386857188,0.6529776782419875,0.6471982933360287,high,lymphatic burden dominated
4429,SIM043528,EXP0065,MP0328,PP,1.0,submicron-to-small,sphere,UV-aged,neutral,high,10.0,180,barrier-impaired,normal,0.6118203132115043,0.6738577231614918,0.7075116056379256,0.6115501290054904,0.6221301320158453,0.6643864176082066,0.6774098772715471,0.6851645604602457,0.6471926948986262,high,lymphatic burden dominated
4430,SIM031876,EXP0048,MP0151,PE,0.05,nano-scale,fragment,oxidized,neutral,medium,5.0,365,barrier-impaired,high-fat,0.7321319094498507,0.7123433618093558,0.5946345706635953,0.6177487655795029,0.6483167197756631,0.6237590174822396,0.6167681118079884,0.6323818944827777,0.647184575439268,high,oxidative stress dominated
4431,SIM039711,EXP0059,MP0561,PVC,0.05,nano-scale,fiber,pristine,positive,high,10.0,90,barrier-impaired,normal,0.6354955399351885,0.7101212210516628,0.6513677252589906,0.6349855245573567,0.5915091406884831,0.634541754544802,0.6073951651397493,0.6590876297108027,0.6471237108297716,high,lymphatic burden dominated
4432,SIM031533,EXP0047,MP0483,PS,1.0,submicron-to-small,fiber,UV-aged,positive,medium,5.0,365,barrier-impaired,normal,0.7692394924031027,0.7235446580253103,0.5620590326237183,0.6508853929158523,0.6531716864231982,0.61779737773919,0.5603323945287042,0.6273812502437386,0.6471127291678083,high,oxidative stress dominated
4433,SIM044147,EXP0066,MP0272,PP,0.05,nano-scale,sphere,pristine,negative,high,10.0,180,barrier-impaired,high-fat,0.5291203387421637,0.673444741263598,0.7133718488626737,0.5949507698662259,0.6047948037897725,0.6613837727456373,0.7163006088098952,0.6826915747076562,0.6471001311216249,high,systemic spillover dominated
4434,SIM039845,EXP0060,MP0020,PET,0.05,nano-scale,fiber,pristine,negative,high,10.0,90,barrier-impaired,high-fat,0.5910368854977891,0.710156023936726,0.6570920488818395,0.6153399617745089,0.5812125856923799,0.6337738823966399,0.6403571368438128,0.657525888947809,0.6470974718031801,high,lymphatic burden dominated
4435,SIM036121,EXP0054,MP0346,PP,1.0,submicron-to-small,fiber,UV-aged,neutral,high,10.0,30,barrier-impaired,high-fat,0.6710204405432016,0.7068914547969616,0.6854496327452456,0.6054981484793572,0.572876400480785,0.6266116760848,0.6323083652140974,0.6517525047527685,0.647096473713404,high,lymphatic burden dominated
4436,SIM042803,EXP0064,MP0278,PP,0.05,nano-scale,sphere,oxidized,negative,high,10.0,180,inflamed,high-fat,0.7239043324173651,0.7147009993342752,0.6643339520257648,0.5965547195125426,0.6351840549196832,0.6560588953700698,0.7051264959150514,0.6822024971305622,0.6470825215195817,high,systemic spillover dominated
4437,SIM047918,EXP0071,MP0668,PVC,10.0,larger microplastic,fiber,pristine,negative,high,10.0,365,barrier-impaired,normal,0.5133667570766464,0.6563627635437856,0.6752939748244342,0.6291811251857998,0.6504952314016368,0.6859414509999769,0.6689203249518839,0.690378199416723,0.6470457539055965,high,cytokine activation dominated
4438,SIM042666,EXP0064,MP0141,PE,0.05,nano-scale,sphere,UV-aged,positive,high,10.0,180,inflamed,high-fat,0.7051241454777947,0.7122901172337527,0.6682677131589875,0.5977967715058723,0.6323949805613314,0.6562058315439203,0.7059343196029617,0.6823293193572413,0.6470303834862936,high,systemic spillover dominated
4439,SIM047251,EXP0071,MP0001,PET,0.05,nano-scale,sphere,pristine,neutral,high,10.0,365,barrier-impaired,normal,0.4878649218689533,0.652851320769363,0.6927288646668673,0.6094490368889499,0.6448042823574731,0.684780757707169,0.7075628278147719,0.6922334865000817,0.6469777673834952,high,systemic spillover dominated
4440,SIM040154,EXP0060,MP0329,PP,1.0,submicron-to-small,sphere,UV-aged,negative,high,10.0,90,barrier-impaired,high-fat,0.6498488072699271,0.6985485244086437,0.695322615613459,0.6056457649767802,0.5964884959708523,0.6441857511980201,0.6789470454062057,0.6726895677714997,0.6469651802730201,high,lymphatic burden dominated
4441,SIM032238,EXP0048,MP0513,PS,5.0,small microplastic,fiber,oxidized,positive,medium,5.0,365,barrier-impaired,high-fat,0.77970862916401,0.7315594881572907,0.552825826355973,0.6414351235847761,0.6532192245789853,0.6188958414872021,0.5844790062253301,0.6281086896877507,0.6469604095324284,high,oxidative stress dominated
4442,SIM035958,EXP0054,MP0183,PE,0.1,nano-scale,fiber,pristine,positive,high,10.0,30,barrier-impaired,high-fat,0.6197492041658126,0.7047179308457181,0.6883045758389653,0.6083125728971738,0.5638199280096973,0.6248766527233967,0.6330921732382558,0.6499178546976139,0.646954165514513,high,lymphatic burden dominated
4443,SIM044503,EXP0066,MP0628,PVC,5.0,small microplastic,sphere,oxidized,neutral,high,10.0,180,barrier-impaired,high-fat,0.6408657030871913,0.6928078057727727,0.6767525719506831,0.6095846811369361,0.6236769076453816,0.6598137628782472,0.6941623297851217,0.6826526843918534,0.6469360897394689,high,systemic spillover dominated
4444,SIM039960,EXP0060,MP0135,PET,10.0,larger microplastic,fiber,oxidized,positive,high,10.0,90,barrier-impaired,high-fat,0.7186815020098519,0.7273931421941022,0.6246955509975949,0.6339567210001844,0.6066026179128323,0.6363290132800768,0.6254085235392454,0.6622270821665404,0.6469119801511101,high,cytokine activation dominated
4445,SIM047110,EXP0070,MP0535,PS,10.0,larger microplastic,fiber,UV-aged,neutral,high,10.0,365,inflamed,high-fat,0.6425124914916743,0.6935207183308683,0.6384697999601938,0.6062679266755063,0.6642944052890559,0.6797892208297748,0.702163167909816,0.6887243176728942,0.6469101292849038,high,systemic spillover dominated
4446,SIM047248,EXP0070,MP0673,PVC,10.0,larger microplastic,fiber,oxidized,neutral,high,10.0,365,inflamed,high-fat,0.6745440839893238,0.6989954475787888,0.6307107159898804,0.6076990642561638,0.6688861490858244,0.6789405043537664,0.700405577029992,0.6890015655226178,0.6468890780599549,high,systemic spillover dominated
4447,SIM042264,EXP0063,MP0414,PS,0.05,nano-scale,sphere,oxidized,positive,high,10.0,180,inflamed,normal,0.7850727484177596,0.7274714093267506,0.6318755816442473,0.6283681278531331,0.6464950714800148,0.6519027495174265,0.6485670330308059,0.6786147512700721,0.6468779680847414,high,cytokine activation dominated
4448,SIM046932,EXP0070,MP0357,PP,5.0,small microplastic,sphere,UV-aged,positive,high,10.0,365,inflamed,high-fat,0.6389870639051081,0.6809004024270076,0.6757668050608215,0.5950370884336165,0.6695225091746877,0.6867510432042029,0.7526871965023768,0.7010020384994001,0.6468753006408691,high,systemic spillover dominated
4449,SIM031237,EXP0047,MP0187,PE,0.1,nano-scale,fiber,oxidized,neutral,medium,5.0,365,barrier-impaired,normal,0.7507342041658126,0.7093698548890217,0.5883270483353443,0.6337471544635634,0.6521061273865685,0.6218351472272374,0.5761810339282487,0.6297002553318917,0.6468682753774707,high,oxidative stress dominated
4450,SIM046267,EXP0069,MP0367,PP,5.0,small microplastic,fragment,oxidized,neutral,high,10.0,365,inflamed,normal,0.6656373443167949,0.6758288388943773,0.6724163698201371,0.6088065317531934,0.6760113563427012,0.6874442834611775,0.6944019962361376,0.6967395401009325,0.6468610610974089,high,systemic spillover dominated
4451,SIM036115,EXP0054,MP0340,PP,1.0,submicron-to-small,fragment,oxidized,neutral,high,10.0,30,barrier-impaired,high-fat,0.7014654403358933,0.7097590389115458,0.6858601971622332,0.6041908893215935,0.5790822254197127,0.6283488564433495,0.6409044915340945,0.6548200976710746,0.6468320073174983,high,lymphatic burden dominated
4452,SIM036085,EXP0054,MP0310,PP,0.1,nano-scale,fragment,UV-aged,neutral,high,10.0,30,barrier-impaired,high-fat,0.681758616730778,0.7096790796539565,0.6855804337671147,0.6033066117184336,0.5750449705771208,0.6269880863103112,0.6415551593070964,0.6532610917068,0.646820848378562,high,lymphatic burden dominated
4453,SIM040319,EXP0060,MP0494,PS,5.0,small microplastic,sphere,oxidized,negative,high,10.0,90,barrier-impaired,high-fat,0.6981142124651957,0.7122902966021155,0.6660107122640342,0.6196730487098081,0.6052910607365548,0.6418408945220495,0.6603886671217476,0.6707256597166463,0.6467974267345379,high,lymphatic burden dominated
4454,SIM042863,EXP0064,MP0338,PP,1.0,submicron-to-small,fragment,UV-aged,negative,high,10.0,180,inflamed,high-fat,0.6913824599425894,0.710056161984082,0.6640491133569771,0.5983061356069024,0.6288445005649298,0.6553647895910343,0.6887690861696731,0.6783096885345778,0.6467914062596065,high,systemic spillover dominated
4455,SIM031208,EXP0047,MP0158,PE,0.05,nano-scale,fiber,UV-aged,negative,medium,5.0,365,barrier-impaired,normal,0.7445025752206054,0.7117784119515432,0.5843727461971027,0.6378496942413973,0.6506273480505831,0.6206097081828628,0.5738334898071342,0.6291014001768739,0.6467590163168,high,oxidative stress dominated
4456,SIM043261,EXP0065,MP0061,PET,1.0,submicron-to-small,sphere,oxidized,neutral,high,10.0,180,barrier-impaired,normal,0.6565258951194662,0.6933083092505186,0.6685896281473667,0.6233641374243115,0.6263714129936335,0.6571426113633488,0.6578328563440585,0.6794053500241847,0.6467575695820382,high,lymphatic burden dominated
4457,SIM046968,EXP0070,MP0393,PP,10.0,larger microplastic,fragment,UV-aged,positive,high,10.0,365,inflamed,high-fat,0.654959937415994,0.6898259011576515,0.6524994571935541,0.6041375367041669,0.6694144950599217,0.6833450794127465,0.7249482167225504,0.6954030559580809,0.6467493828649129,high,systemic spillover dominated
4458,SIM038223,EXP0057,MP0423,PS,0.05,nano-scale,fragment,oxidized,positive,high,10.0,90,inflamed,normal,0.8293256758995281,0.746005468190073,0.6147890085812558,0.6350818519855435,0.625233201709059,0.6327257912305597,0.6067355771593179,0.6626726836730688,0.6467490011320901,high,macrophage activation dominated
4459,SIM047278,EXP0071,MP0028,PET,0.1,nano-scale,sphere,pristine,neutral,high,10.0,365,barrier-impaired,normal,0.4865436543177976,0.6521942816264262,0.6932319029592768,0.6090769890484288,0.6445380244688199,0.6847561515510492,0.7074428173516162,0.6921244834899458,0.64674328142406,high,systemic spillover dominated
4460,SIM040221,EXP0060,MP0396,PP,10.0,larger microplastic,fragment,oxidized,positive,high,10.0,90,barrier-impaired,high-fat,0.7063066305185706,0.7126653611611421,0.659865317351154,0.6224887410992186,0.6065413958954382,0.6424246882164069,0.6507468709235985,0.6696462631583207,0.6467342881744488,high,lymphatic burden dominated
4461,SIM035613,EXP0053,MP0513,PS,5.0,small microplastic,fiber,oxidized,positive,high,10.0,30,barrier-impaired,normal,0.77970862916401,0.7295522870431544,0.6315613550450507,0.6436580610677473,0.5953642194055452,0.62356713741782,0.5788354528993355,0.649709352228569,0.6467341637858153,high,macrophage activation dominated
4462,SIM035312,EXP0053,MP0212,PE,1.0,submicron-to-small,fiber,UV-aged,negative,high,10.0,30,barrier-impaired,normal,0.7112222275663413,0.7083515467790581,0.6753036961187397,0.6253356807175585,0.5817963417413905,0.6270263539348091,0.5979906200068273,0.652176828243412,0.6467150923556939,high,lymphatic burden dominated
4463,SIM031903,EXP0048,MP0178,PE,0.1,nano-scale,fragment,oxidized,neutral,medium,5.0,365,barrier-impaired,high-fat,0.7304953338521253,0.7116425297242035,0.5944002881569738,0.6169585458385125,0.6476205029381977,0.6232963636982873,0.6162568283393843,0.6318518797361743,0.6466538957096684,high,oxidative stress dominated
4464,SIM034856,EXP0052,MP0431,PS,0.05,nano-scale,fiber,oxidized,negative,high,10.0,30,inflamed,high-fat,0.8244045716367447,0.7540061357769411,0.6158611967551141,0.6152622032576398,0.5987325675272254,0.6176688010710227,0.6103143645358172,0.6454424969976214,0.6466341993633925,high,cytokine activation dominated
4465,SIM035392,EXP0053,MP0292,PP,0.05,nano-scale,fiber,UV-aged,neutral,high,10.0,30,barrier-impaired,normal,0.7040147123508191,0.7083951898667276,0.6751493669654985,0.6200015917182655,0.579117822315256,0.6256533376223757,0.600065211423004,0.6503590646785231,0.6465564746185756,high,lymphatic burden dominated
4466,SIM032044,EXP0048,MP0319,PP,0.1,nano-scale,fiber,UV-aged,neutral,medium,5.0,365,barrier-impaired,high-fat,0.7020028670922247,0.7096809786511802,0.5922711472201712,0.6165211896543893,0.6412395630517826,0.6211201700795694,0.6066378590313659,0.6279028427298099,0.6465554092866443,high,oxidative stress dominated
4467,SIM036186,EXP0054,MP0411,PS,0.05,nano-scale,sphere,UV-aged,positive,high,10.0,30,barrier-impaired,high-fat,0.7385478949989104,0.7301309890095216,0.6502879495329716,0.6190132589125397,0.5873658640423872,0.6237310643606446,0.6355777720165577,0.6528596301051308,0.6465516865620174,high,lymphatic burden dominated
4468,SIM046438,EXP0069,MP0538,PS,10.0,larger microplastic,fiber,oxidized,neutral,high,10.0,365,inflamed,normal,0.6938594540286291,0.6923546515930924,0.635125237809068,0.6243363316337647,0.6755676684964695,0.6801035089370981,0.661473453822562,0.6892979120357465,0.6465490678844295,high,cytokine activation dominated
4469,SIM042291,EXP0063,MP0441,PS,0.1,nano-scale,sphere,oxidized,positive,high,10.0,180,inflamed,normal,0.7836398990241422,0.7268733205700454,0.6319758029550885,0.6278472315087681,0.6460151859451584,0.6516686769916282,0.6482882242369188,0.6783158748341036,0.646548716503077,high,cytokine activation dominated
4470,SIM039738,EXP0059,MP0588,PVC,0.1,nano-scale,fiber,pristine,positive,high,10.0,90,barrier-impaired,normal,0.6334064529037051,0.7091567873948714,0.6514530540119333,0.6341621884944866,0.590738363770493,0.6341379643245453,0.6069125576833398,0.6585966124719138,0.6465392037653463,high,lymphatic burden dominated
4471,SIM044174,EXP0066,MP0299,PP,0.1,nano-scale,sphere,pristine,negative,high,10.0,180,barrier-impaired,high-fat,0.5278170993422971,0.6728026521130875,0.7129574455475243,0.5941981827702827,0.6041419144873396,0.6609168692451096,0.7157238505587806,0.6821495206785791,0.6465305708730583,high,systemic spillover dominated
4472,SIM035918,EXP0054,MP0143,PE,0.05,nano-scale,sphere,oxidized,negative,high,10.0,30,barrier-impaired,high-fat,0.7261293324173652,0.7160347837415955,0.6799437209455671,0.6075829949677564,0.5851691108796819,0.6295315675417179,0.6451338510383072,0.6570030645093314,0.6465130004628532,high,lymphatic burden dominated
4473,SIM045960,EXP0069,MP0060,PET,1.0,submicron-to-small,sphere,UV-aged,positive,high,10.0,365,inflamed,normal,0.6718207798193657,0.6899276329825935,0.6523217825091989,0.6187280420153194,0.6730065840042224,0.6801771499607037,0.6948985856624733,0.6944092497087601,0.6465111038895242,high,systemic spillover dominated
4474,SIM042830,EXP0064,MP0305,PP,0.1,nano-scale,sphere,oxidized,negative,high,10.0,180,inflamed,high-fat,0.7225561137835093,0.7140802870632441,0.6637910734782635,0.595771180362717,0.6344839377012963,0.6555384729072159,0.7045070317811721,0.6816087232703498,0.6464941410183473,high,systemic spillover dominated
4475,SIM039383,EXP0059,MP0233,PE,5.0,small microplastic,fragment,oxidized,negative,high,10.0,90,barrier-impaired,normal,0.7057340176403052,0.7016507472908315,0.6735206415552899,0.6310158270611568,0.6076959232074952,0.6437455385797872,0.6238271096731687,0.6701559935569619,0.64644488630513,high,lymphatic burden dominated
4476,SIM039872,EXP0060,MP0047,PET,0.1,nano-scale,fiber,pristine,negative,high,10.0,90,barrier-impaired,high-fat,0.5889734411285664,0.7091700356713769,0.6570120291555022,0.6144459436388193,0.5803885972291501,0.6332915703727703,0.6397901220491171,0.6569574634101096,0.6464345679531622,high,lymphatic burden dominated
4477,SIM042693,EXP0064,MP0168,PE,0.1,nano-scale,sphere,UV-aged,positive,high,10.0,180,inflamed,high-fat,0.7037669673535459,0.7116596084239719,0.6676264481797236,0.596967894528489,0.6316548974784935,0.6556394436025589,0.7052599170795814,0.6816869746988778,0.6463998430806361,high,systemic spillover dominated
4478,SIM042723,EXP0064,MP0198,PE,1.0,submicron-to-small,sphere,oxidized,positive,high,10.0,180,inflamed,high-fat,0.7255258951194664,0.7126530380758056,0.6661540609462435,0.59803613293114,0.6359519040954107,0.6566678712473855,0.7043355948788037,0.682991002566146,0.6463971491749727,high,systemic spillover dominated
