polymer,size_class,shape,aging,n_scenarios,mean_particle_hazard,mean_interaction_risk,mean_lymphatic_burden,mean_macrophage_activation,mean_ROS,mean_cytokine,mean_final_risk,max_final_risk,severe_rate,high_or_severe_rate
PS,small microplastic,fiber,pristine,216,0.552817233383533,0.5846304635812832,0.2675075815852707,0.3789425761806693,0.4051887326605773,0.39589099619779095,0.43354034309144124,0.748983176920188,0.0,0.2777777777777778
PVC,larger microplastic,fragment,UV-aged,216,0.6407840439708226,0.5959941747400436,0.25247345067042176,0.3807134601636258,0.4212070969923066,0.3982398234969211,0.43277400453028775,0.742683456130497,0.0,0.26851851851851855
PP,larger microplastic,fragment,UV-aged,216,0.6255276210219557,0.5871928727003077,0.2660665358645901,0.3733157259092715,0.4182906607606864,0.39878060574773355,0.43145699743243376,0.7507059461071026,0.004629629629629629,0.27314814814814814
PET,submicron-to-small,fragment,pristine,216,0.5358345366300454,0.5811338688800518,0.2735773452918594,0.3697225412627843,0.4002153515895961,0.3933526179473037,0.43108645220643105,0.7369948452668995,0.0,0.2638888888888889
PE,nano-scale,sphere,pristine,432,0.5264419847920384,0.569281538164977,0.3050204040893738,0.35769442977431953,0.40096028557863983,0.39760464354310193,0.43086889252546606,0.7506328666000393,0.004629629629629629,0.27314814814814814
PE,small microplastic,sphere,UV-aged,216,0.6117508690684276,0.5795122097326052,0.28647658755906485,0.3658911635665526,0.4171201617189273,0.40045850236298425,0.4306421359004578,0.7560723556823913,0.004629629629629629,0.27314814814814814
PVC,small microplastic,sphere,UV-aged,216,0.6248423446054123,0.5868759781663286,0.26307470633881447,0.3694669210859224,0.4161135971831912,0.39581912080156473,0.4278467566144925,0.737381726181934,0.0,0.25925925925925924
PP,small microplastic,sphere,UV-aged,216,0.6095258690684275,0.5779542214942923,0.2800240869410609,0.36291282819829884,0.4141211517822531,0.3973839424006312,0.42745777640577753,0.7482245094535371,0.0,0.2638888888888889
PP,nano-scale,sphere,pristine,432,0.5242169847920383,0.5677423771266115,0.2967604402042048,0.35421168855779434,0.3974194188875165,0.39390448162546327,0.4271420270057809,0.7414351349175247,0.0,0.25925925925925924
PET,larger microplastic,fragment,UV-aged,216,0.6218340439708226,0.5906081748320955,0.24400479601492808,0.3739409324862856,0.4128611350628599,0.3921707860631659,0.4266667787974189,0.7294203630932772,0.0,0.24537037037037038
PE,larger microplastic,sphere,oxidized,216,0.6393094402113566,0.5808607817986565,0.270155101317672,0.36310502833325065,0.4182813439711087,0.39693414252863024,0.4258381684072238,0.7458577519911168,0.0,0.25462962962962965
PS,submicron-to-small,sphere,pristine,216,0.5327247141200677,0.5719807286204236,0.2805100724984556,0.3593904603457449,0.39714410268799616,0.3912024576213116,0.4251138902782379,0.7344731717134051,0.0,0.24537037037037038
PVC,nano-scale,sphere,pristine,432,0.5401684705731283,0.5767438266855438,0.27011435205197837,0.35799605754203623,0.3966288514689588,0.3890524235297687,0.4245138953677187,0.721642411056211,0.0,0.24074074074074073
PVC,larger microplastic,sphere,oxidized,216,0.6523462537474166,0.5881509515077189,0.249780921184022,0.36753473633052614,0.4181649888941071,0.39332909661602583,0.4239282915262258,0.7296104899549317,0.0,0.24074074074074073
PP,larger microplastic,sphere,oxidized,216,0.6370844402113565,0.5793061927889301,0.2642573526297991,0.360303641461359,0.415457508717704,0.3940627187621975,0.4228319627248914,0.7383791328301014,0.0,0.24074074074074073
PS,larger microplastic,sphere,UV-aged,216,0.6203224203632404,0.5825581022846698,0.2547556767356546,0.36553427771523156,0.4116559174740767,0.3918053939230116,0.42262573105341344,0.7312659111948834,0.0,0.24074074074074073
PS,small microplastic,fragment,pristine,216,0.5365231583354001,0.572916094765465,0.26203047588350503,0.36383514752021207,0.39487929090903573,0.3875718796894625,0.4221954291736973,0.7305081058163121,0.0,0.2361111111111111
PE,small microplastic,fiber,pristine,216,0.5204443681955845,0.5660722245808295,0.2703639873268435,0.3588024413244345,0.39155087106869213,0.38772526218633785,0.4221488780614998,0.7377405797812506,0.0,0.24074074074074073
PET,small microplastic,sphere,UV-aged,216,0.6058923446054123,0.5814666556877618,0.2536360182411872,0.36244453725729975,0.4074833346651219,0.38942984783416207,0.4214258382573464,0.7233742547281383,0.0,0.2361111111111111
PVC,small microplastic,fiber,pristine,216,0.5334864972061867,0.5733474865361502,0.2497689578323854,0.3631385948368354,0.3913080987053629,0.38387612207355815,0.4201583941319067,0.7212348327854171,0.0,0.2361111111111111
PP,small microplastic,fiber,pristine,216,0.5182193681955846,0.564519270865418,0.2644916544748745,0.35604014616345664,0.388734403934581,0.3848424570084625,0.41916002744555103,0.73025345653046,0.0,0.2361111111111111
PET,larger microplastic,sphere,oxidized,216,0.6333962537474165,0.5827528884793797,0.24102919116389454,0.36074421775070725,0.4097556425658437,0.3871998089814395,0.4177386231421228,0.7161770688960329,0.0,0.23148148148148148
PET,nano-scale,sphere,pristine,432,0.5212184705731284,0.5714177928334218,0.2586008316690944,0.350456912675021,0.38740739320162604,0.38198259354283565,0.4175315990924917,0.7061051489905372,0.0,0.23148148148148148
PE,submicron-to-small,sphere,pristine,216,0.4999258147544634,0.5532027480366082,0.2893131240107441,0.3407758324947093,0.3850878219228818,0.38484205887366074,0.41540597408618246,0.7287974082760825,0.0,0.2361111111111111
PET,small microplastic,fiber,pristine,216,0.5145364972061867,0.5679554313379229,0.24113649060752312,0.3564565391114075,0.38294144003827185,0.37776015852909944,0.414026780067657,0.708031268794731,0.0,0.2222222222222222
PS,larger microplastic,fiber,pristine,216,0.5284738995227317,0.5694535399954672,0.23656309759017363,0.3577657337638757,0.38536025809972296,0.378303441582564,0.4138450374822341,0.7101723825475359,0.0,0.2222222222222222
PP,submicron-to-small,sphere,pristine,216,0.4977008147544634,0.5516501040231169,0.28180065077503713,0.3375870146728759,0.3817940534433972,0.3814228832873437,0.411918735114882,0.7202143795567695,0.0,0.22685185185185186
PE,larger microplastic,sphere,UV-aged,216,0.587965342211473,0.5640026222530022,0.2572689976583282,0.34531260863469687,0.39788913503191814,0.38342204613788317,0.41113101911094774,0.7196977197920412,0.0,0.2222222222222222
PE,small microplastic,fragment,pristine,216,0.5041199928027931,0.5542858321773656,0.2656686500638819,0.34397267064967424,0.3814557717067347,0.3796173399148515,0.41100281611050943,0.7201006021132952,0.0,0.2222222222222222
PVC,submicron-to-small,sphere,pristine,216,0.5132559143639142,0.560646799634902,0.25932937415596696,0.3426798575749032,0.38222105876103607,0.37803507106208944,0.4106612450102451,0.7042832026336134,0.0,0.2175925925925926
PVC,larger microplastic,sphere,UV-aged,216,0.6009967651603398,0.5712750092488498,0.2369765234988783,0.3498318071809441,0.39781582662451953,0.379880914255713,0.4092584508428126,0.7035284033170447,0.0,0.20833333333333334
PVC,small microplastic,fragment,pristine,216,0.5171826631413595,0.5616030583050015,0.24374464554615827,0.3480409207396935,0.38088057028074196,0.3754320173815867,0.4086634113787018,0.7025288002784573,0.0,0.20833333333333334
PP,larger microplastic,sphere,UV-aged,216,0.585740342211473,0.562449298595887,0.2514353075712929,0.3425967247999662,0.395104037935505,0.380594156933275,0.4081621040622396,0.7122621260475643,0.0,0.20833333333333334
PP,small microplastic,fragment,pristine,216,0.501894992802793,0.5527303785549366,0.2595583434216305,0.34118825569838157,0.3785837605720103,0.3766762955900325,0.40794959379825996,0.7124639278435725,0.0,0.21296296296296297
PET,submicron-to-small,sphere,pristine,216,0.4943059143639142,0.5552632219036774,0.24870793448360456,0.33551880248886917,0.3732925837144315,0.3712925257845641,0.4039405001585202,0.6896087820630848,0.0,0.19907407407407407
PET,larger microplastic,sphere,UV-aged,216,0.5820467651603399,0.5658816037337173,0.2284297338669542,0.3432272714469717,0.3894994990533291,0.3738497185237481,0.40316330547922935,0.6903833592334875,0.0,0.19444444444444445
PS,larger microplastic,fragment,pristine,216,0.5124117808247612,0.5575352053742497,0.23298183376662326,0.34349929823753,0.3757204459451219,0.3707039744607176,0.40295926146180255,0.6938635182983262,0.0,0.19444444444444445
PET,small microplastic,fragment,pristine,216,0.4982326631413596,0.5562018403336481,0.23482404591170114,0.3413676180500871,0.37245671418176474,0.3692612655681406,0.4024589635840336,0.6892025956187589,0.0,0.19444444444444445
PE,larger microplastic,fiber,pristine,216,0.49616913811900537,0.55118193113981,0.2384132582867193,0.33777859041927377,0.37160488764164357,0.36997556769523804,0.4024470559470369,0.6983446820135933,0.0,0.19444444444444445
PVC,larger microplastic,fiber,pristine,216,0.5091650643115947,0.5582994838041465,0.2207601519895373,0.34288503116889013,0.37218188447913175,0.3670741976107749,0.40123234093459115,0.6842397767152326,0.0,0.18981481481481483
PP,larger microplastic,fiber,pristine,216,0.49394413811900534,0.5496402827297877,0.23321399683445979,0.3352813691069766,0.36901277277459804,0.3673499859827509,0.399691354477133,0.6914765499430963,0.0,0.19444444444444445
PS,small microplastic,sphere,pristine,216,0.49645249076422154,0.5480948260783506,0.2448179148635536,0.3326242387261222,0.3709336433921319,0.3685958919324961,0.39815151329703946,0.6902693791610492,0.0,0.18981481481481483
PET,larger microplastic,fiber,pristine,216,0.49021506431159473,0.552950982946751,0.2133793689590241,0.33667395780267695,0.3642084340044448,0.36136889888632173,0.3955276749363988,0.6719869640281481,0.0,0.1712962962962963
PE,larger microplastic,fragment,pristine,216,0.48008764232774165,0.539154904456234,0.23534226006008974,0.323677447080427,0.3620833806566685,0.3624760167635597,0.3916386272718239,0.6825452557395804,0.0,0.1712962962962963
PVC,larger microplastic,fragment,pristine,216,0.4930967190218392,0.546331102802557,0.21673839620660112,0.32860850067840336,0.36242887789224093,0.3593387124436319,0.39019410213162486,0.6676127675022332,0.0,0.1574074074074074
PP,larger microplastic,fragment,pristine,216,0.4778626423277416,0.5376087970857671,0.2299159900854591,0.32115828039217653,0.3594381114886969,0.35979687805713606,0.3888206047033513,0.6755337926805748,0.0,0.16203703703703703
PE,small microplastic,sphere,pristine,216,0.4640347781087437,0.5294326067396884,0.2493083216136073,0.3131976864863153,0.3577841193491811,0.3608928278564691,0.387235133502433,0.6808777660823476,0.0,0.16666666666666666
PVC,small microplastic,sphere,pristine,216,0.47710730701359944,0.5367689236191141,0.22621091411026817,0.3171501133088986,0.3569585267416007,0.35649958537037124,0.384609283778045,0.6624521101313354,0.0,0.1527777777777778
PET,larger microplastic,fragment,pristine,216,0.4741467190218393,0.540965195789621,0.20921621150869457,0.32240679465324124,0.35441884395415924,0.3535799868130713,0.38443659160168264,0.6552111942019243,0.0,0.1388888888888889
PP,small microplastic,sphere,pristine,216,0.46180977810874363,0.5278760365289574,0.24301786383357468,0.31047091200782595,0.3548939512180844,0.35793995395994815,0.384152004335775,0.6731977880829542,0.0,0.1574074074074074
PS,larger microplastic,sphere,pristine,216,0.4726245020142784,0.5327278377817174,0.21884818424247413,0.31375326260733344,0.3529072704833317,0.3529371336099797,0.3799447407677781,0.6567018808945349,0.0,0.1388888888888889
PET,small microplastic,sphere,pristine,216,0.45815730701359947,0.53136380062984,0.21718525501997996,0.3106427335977785,0.3485597729750256,0.3503636497406171,0.37841339165580384,0.649212833768232,0.0,0.1388888888888889
PE,larger microplastic,sphere,pristine,216,0.44030036351725893,0.5142926738839871,0.22190115205351818,0.29427852689872747,0.3394816752579517,0.34488505429379895,0.368819649585572,0.6461782025083205,0.0,0.12037037037037036
PVC,larger microplastic,sphere,pristine,216,0.45330944021135655,0.521497827505728,0.2032143931978345,0.29921876210088655,0.3397888534343969,0.3416514628113138,0.3673336244027776,0.6305664803740066,0.0,0.10648148148148148
PP,larger microplastic,sphere,pristine,216,0.43807536351725884,0.5127440196181763,0.21658997567488858,0.2918349836513353,0.3368688223600885,0.3422165482686869,0.3660295484410103,0.6391302678069969,0.0,0.10648148148148148
PET,larger microplastic,sphere,pristine,216,0.4343594402113566,0.5161221135058649,0.195702890552224,0.2931635863310203,0.33181512035280747,0.33591682430669795,0.3615955784602975,0.6182347799377605,0.0,0.09259259259259259
