simulation_id,exposure_scenario_id,particle_id,polymer,size_um,size_class,shape,aging,charge,dose_level,duration_days,gut_status,diet_state,particle_hazard_potential,interaction_risk_proxy,lymphatic_burden_index,macrophage_activation_score,ROS_score,cytokine_activation_score,systemic_inflammatory_spillover_score,immune_dysregulation_score,baseline_final_risk,baseline_risk_class,dominant_mechanistic_driver,mc_mean_risk,mc_sd_risk,mc_cv_risk,mc_p05_risk,mc_p25_risk,mc_p50_risk,mc_p75_risk,mc_p95_risk,mc_uncertainty_band_width,mc_prob_low,mc_prob_moderate,mc_prob_high,mc_prob_severe,mc_prob_high_or_severe,mc_mean_minus_baseline,mc_p05_class,mc_p50_class,mc_p95_class,classification_stable,uncertainty_class,risk_robustness_label,mc_rank_mean,mc_rank_p05,mc_rank_p95
SIM048345,EXP0072,MP0420,PS,0.05,nano-scale,fragment,UV-aged,positive,high,365,barrier-impaired,high-fat,0.7828031334045691,0.7891116915488531,0.9826185673033084,0.8971819126369608,0.8823171752009129,0.8963498206117412,0.9070564447128214,0.9157918328154104,0.8524177556616178,severe,lymphatic burden dominated,0.8447962434691608,0.027698661022901857,0.03278738658818409,0.8000131506902968,0.8276704481618746,0.8482674985314791,0.862227891345912,0.8905767759136308,0.09056362522333405,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.007621512192456992,severe,severe,severe,True,low uncertainty,robust severe,45,44,33
SIM048111,EXP0072,MP0186,PE,0.1,nano-scale,fiber,UV-aged,positive,high,365,barrier-impaired,high-fat,0.7679349283681511,0.7850269058523591,0.999347640177478,0.8933679275889196,0.8803510056311926,0.8981448937246453,0.9071593345372516,0.9171582426402404,0.8558731433331278,severe,lymphatic burden dominated,0.8445644370688331,0.025119932641240763,0.029743062268159075,0.8020729940483906,0.8279011442733315,0.8445560067128801,0.8618829895960182,0.8860809228903515,0.08400792884196084,0.0,0.0,0.0,1.0,1.0,-0.011308706264294699,severe,severe,severe,True,low uncertainty,robust severe,46,35,55
SIM047439,EXP0071,MP0189,PE,0.1,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8144414529037053,0.783070938444301,0.99006777380715,0.9003900915349057,0.886584703384657,0.8945971847550065,0.8896266095316546,0.9161529084562342,0.8524100612056865,severe,lymphatic burden dominated,0.8445407320677671,0.026005558736806808,0.030792545284469824,0.8035153819013946,0.8277770840788952,0.8461032484097826,0.862344100776136,0.8848012965757065,0.0812859146743119,0.0,0.0,0.0,1.0,1.0,-0.007869329137919379,severe,severe,severe,True,low uncertainty,robust severe,47,31,64
SIM048276,EXP0072,MP0351,PP,1.0,submicron-to-small,fiber,oxidized,positive,high,365,barrier-impaired,high-fat,0.7823990380924283,0.7822058486397486,0.9964769090294237,0.8918839397892749,0.8817041157011695,0.8974162295126953,0.9055860955490524,0.91662525639252,0.8532341592478909,severe,lymphatic burden dominated,0.8443964125825539,0.02667827649233906,0.03159449293574446,0.8047165528371679,0.826061009602453,0.8448225792010484,0.8624232687510913,0.8855702847989075,0.08085373196173962,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.008837746665336987,severe,severe,severe,True,low uncertainty,robust severe,48,26,60
SIM047412,EXP0071,MP0162,PE,0.05,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8165305399351886,0.7839170788382944,0.9900639479697628,0.9008934958286848,0.8872806280103568,0.8950179047511175,0.8901411898923134,0.9165860430585774,0.8528724727593111,severe,lymphatic burden dominated,0.8442870050204544,0.028018363250313504,0.033185827904104154,0.7951342884861837,0.8252242691480802,0.848467863267472,0.8639874005616629,0.885668043189835,0.09053375470365133,0.0,0.0,0.0,1.0,1.0,-0.008585467738856711,severe,severe,severe,True,low uncertainty,robust severe,49,67,58
SIM048372,EXP0072,MP0447,PS,0.1,nano-scale,fragment,UV-aged,positive,high,365,barrier-impaired,high-fat,0.781044355373351,0.7884316215794775,0.9831200069360664,0.89681491159941,0.8818279798719005,0.8962184057789089,0.9068585096708786,0.9156182448932344,0.8521930245045345,severe,lymphatic burden dominated,0.8439696710851877,0.028020049675491425,0.0332003040339467,0.7932390036145175,0.8255239525650732,0.8471121562770603,0.8623856426120939,0.8854318215149062,0.09219281790038869,0.0,0.0,0.0,1.0,1.0,-0.008223353419346768,severe,severe,severe,True,low uncertainty,robust severe,50,82,61
SIM047951,EXP0072,MP0026,PET,0.05,nano-scale,fiber,oxidized,negative,high,365,barrier-impaired,high-fat,0.7857936060554244,0.791463934116535,0.973215841335393,0.8983632431428206,0.8820034572673873,0.8942516074338146,0.9009307447650003,0.9132779612336798,0.8531903576182553,severe,lymphatic burden dominated,0.8439384528270261,0.028186607055168292,0.033398889410377455,0.7992450199284696,0.8251891301577713,0.8466451642256858,0.8639493006697476,0.8902324840631898,0.09098746413472014,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.009251904791229282,severe,severe,severe,True,low uncertainty,robust severe,51,50,34
SIM048483,EXP0072,MP0558,PVC,0.05,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.8096568330387597,0.7928675691209754,0.9698660415808018,0.8978280526528571,0.8863825274159364,0.8936307835521646,0.9066020635457356,0.914499305649782,0.8507289506726706,severe,lymphatic burden dominated,0.843819400287948,0.027336414171030526,0.03239604844552016,0.8027031310970031,0.8246536529715713,0.8428258126620962,0.861960127304562,0.8884799741168454,0.08577684301984234,0.0,0.0,0.0,1.0,1.0,-0.006909550384722629,severe,severe,severe,True,low uncertainty,robust severe,52,32,44
SIM047949,EXP0072,MP0024,PET,0.05,nano-scale,fiber,UV-aged,positive,high,365,barrier-impaired,high-fat,0.7647829838879332,0.7875170985925682,0.9658734084866648,0.8967224031071053,0.8756552833660872,0.8893241856280818,0.8947688806298717,0.908313349027078,0.8486879139290807,severe,lymphatic burden dominated,0.8437820407288528,0.028471753230958588,0.033743018761493375,0.7956707625611619,0.8239098732226506,0.8449769667747817,0.8641363114835393,0.8892732874152973,0.09360252485413545,0.0,0.0,0.0,1.0,1.0,-0.00490587320022795,severe,severe,severe,True,low uncertainty,robust severe,53,64,39
SIM048105,EXP0072,MP0180,PE,0.1,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.7942292915226372,0.78532230874521,0.9950590670532836,0.8907436041281425,0.8843648494936918,0.8990049939165591,0.9078289367124568,0.9175320643479962,0.8527738543910437,severe,lymphatic burden dominated,0.8428297986807964,0.02582016788057682,0.030635091356475658,0.7950558872777045,0.8246942442968425,0.8468202912358003,0.8602303543868395,0.8831080533144767,0.08805216603677224,0.0,0.0,0.0,1.0,1.0,-0.009944055710247257,severe,severe,severe,True,low uncertainty,robust severe,54,70,74
SIM047844,EXP0071,MP0594,PVC,0.1,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8280996316238466,0.7904306934125697,0.9592315230024544,0.906598481712226,0.8871120240347935,0.8908139153361256,0.8657717734364994,0.9090492710759296,0.8484622286998155,severe,lymphatic burden dominated,0.8427291859080757,0.02811674725406356,0.0333639177617104,0.7915208953238958,0.8258671329933596,0.8433694885251952,0.8625560420868628,0.8861198018302282,0.0945989065063324,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.005733042791739806,severe,severe,severe,True,low uncertainty,robust severe,55,91,54
SIM047817,EXP0071,MP0567,PVC,0.05,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8302523729231442,0.7912686993066195,0.9585081410506564,0.9070379405449892,0.8876922838181205,0.8909354333361058,0.865917645478882,0.909216601762667,0.8487096487073084,severe,lymphatic burden dominated,0.8425861844091086,0.02769813329001007,0.032872759846402456,0.8016084342340305,0.8234065670694295,0.8421032689525044,0.8618983232105937,0.8893284305288324,0.08771999629480187,0.0,0.0,0.0,1.0,1.0,-0.0061234642981997656,severe,severe,severe,True,low uncertainty,robust severe,56,40,38
SIM048218,EXP0072,MP0293,PP,0.05,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7422775752206053,0.7733546146051157,0.9981373215802416,0.8843341865736375,0.8709653128745956,0.8926801048274589,0.9043131789085096,0.91136903192599,0.8488208118100008,severe,lymphatic burden dominated,0.8425273023228049,0.02591167403747496,0.030754699540308118,0.7957299197446628,0.8263047201668574,0.843198900659583,0.8613435604134039,0.8852847677021934,0.08955484795753066,0.0,0.0,0.0,1.0,1.0,-0.00629350948719587,severe,severe,severe,True,low uncertainty,robust severe,57,63,62
SIM047574,EXP0071,MP0324,PP,0.1,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8122164529037053,0.781597655270184,0.9856811695820412,0.8993590390135651,0.8849486166214077,0.8936956914843583,0.8846820412239293,0.9141137714647796,0.8503276193482988,severe,lymphatic burden dominated,0.8424252518516565,0.028494789896510875,0.033824710066377175,0.7999167726421913,0.8249631118275966,0.8441049558152769,0.8620020260181802,0.8837848766459456,0.08386810400375433,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.007902367496642304,severe,severe,severe,True,low uncertainty,robust severe,58,45,69
SIM048078,EXP0072,MP0153,PE,0.05,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.7959192814162508,0.7859959247851088,0.9949392019365773,0.8911368072078379,0.8849044426805024,0.8993336775379169,0.9080647923838044,0.9178308682822042,0.8531067420838716,severe,lymphatic burden dominated,0.8424078367103842,0.028612638436205467,0.03396530420218347,0.7956629761638866,0.8244628330714908,0.8443436865911915,0.861608993881314,0.8873342401590814,0.09167126399519476,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.010698905373487388,severe,severe,severe,True,low uncertainty,robust severe,59,65,49
SIM047679,EXP0071,MP0429,PS,0.05,nano-scale,fiber,UV-aged,positive,high,365,barrier-impaired,normal,0.8033939774459169,0.7873184003381463,0.9707132702840158,0.9062942633201791,0.8834849972890884,0.8929039126952529,0.8726783695800326,0.9111231844905238,0.8503537567956905,severe,lymphatic burden dominated,0.8423793234037867,0.02996956432512935,0.03557727913358118,0.7922108586310034,0.8208718064379235,0.8449951541035319,0.8632117368345773,0.8849560828037969,0.09274522417279352,0.0,0.0,0.0,1.0,1.0,-0.007974433391903735,severe,severe,severe,True,low uncertainty,robust severe,60,84,63
SIM048110,EXP0072,MP0185,PE,0.1,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7424519912827766,0.774035079964024,1.0,0.8846265097736706,0.8714715174533405,0.892977399215983,0.9045492126444435,0.911854828669018,0.8497529203350441,severe,lymphatic burden dominated,0.8423756072943788,0.027454084006550163,0.03259126186559127,0.7939850986514025,0.8260207453410737,0.8444618144503102,0.8618944236073147,0.8829179203879777,0.08893282173657513,0.0,0.0,0.0,1.0,1.0,-0.007377313040665356,severe,severe,severe,True,low uncertainty,robust severe,61,76,77
SIM048517,EXP0072,MP0592,PVC,0.1,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7643914529037051,0.7794662319906694,0.9839830173654992,0.88870916201489,0.8751056889796733,0.8924069686014957,0.9019506722545876,0.9110090071723694,0.8492843534594005,severe,lymphatic burden dominated,0.8423326766794297,0.02971603158898894,0.03527826049215805,0.793758465591011,0.8246191464967378,0.8447273947157777,0.8608079229741439,0.8881240028325883,0.09436553724157726,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.006951676779970772,severe,severe,severe,True,low uncertainty,robust severe,62,79,45
SIM048510,EXP0072,MP0585,PVC,0.1,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.8079138644788049,0.7922003294681892,0.9705319418191308,0.8974827010965659,0.8859296033989563,0.893557962241785,0.9065113541642766,0.9143902515681284,0.8505575023352746,severe,lymphatic burden dominated,0.8423215010306535,0.028090739361641213,0.03334918950452577,0.7979604908763472,0.8205730255034189,0.8439204178348307,0.8634554520605392,0.885964533564147,0.08800404268779971,0.0,0.0,0.0,1.0,1.0,-0.008236001304621099,severe,severe,severe,True,low uncertainty,robust severe,63,57,56
SIM047547,EXP0071,MP0297,PP,0.05,nano-scale,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8143055399351886,0.7824457879298229,0.9856378889183542,0.8998589289917894,0.8856378723248686,0.8941137409645249,0.8851622857471715,0.9145341577338932,0.8507818023878041,severe,lymphatic burden dominated,0.842188261188867,0.025690231921723605,0.03050414391365148,0.7997162004187012,0.8248668771279609,0.8418571038718159,0.8612003635905687,0.8820757420814312,0.08235954166273007,0.0,0.0,0.0,1.0,1.0,-0.008593541198937071,severe,severe,severe,True,low uncertainty,robust severe,64,47,85
SIM048515,EXP0072,MP0590,PVC,0.1,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7561096134733339,0.7809836294555481,0.9773298965526358,0.8913672154593936,0.8733206813222246,0.8904200699777286,0.8985114213670505,0.9091495032197866,0.8481075208550372,severe,lymphatic burden dominated,0.8420091263983485,0.02688692220957836,0.031931865542305794,0.7981088006929087,0.8232869085126497,0.8432294234694062,0.8604407712923504,0.884109650366392,0.08600084967348331,0.0,0.0,0.0,1.0,1.0,-0.006098394456688694,severe,severe,severe,True,low uncertainty,robust severe,65,55,67
SIM048213,EXP0072,MP0288,PP,0.05,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.7936942814162509,0.7844303840453888,0.992925844205648,0.8903231129098313,0.8836754914589982,0.898598998199982,0.9075174468467724,0.916911685416128,0.8516570436511739,severe,lymphatic burden dominated,0.841955131250034,0.02817725998863342,0.0334664626923358,0.7947479097897305,0.8215625450921188,0.8433514816678132,0.8620745604676027,0.8880732855177191,0.0933253757279886,0.0,0.0,0.0,1.0,1.0,-0.009701912401139934,severe,severe,severe,True,low uncertainty,robust severe,66,74,46
SIM048083,EXP0072,MP0158,PE,0.05,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7445025752206054,0.7749247126761809,1.0,0.8851337992403373,0.8721681321903432,0.8934039016801926,0.9048595199231646,0.912258677063647,0.8502432465493102,severe,lymphatic burden dominated,0.8417650701962549,0.028151897540579906,0.033443888962965566,0.7951310357215193,0.8252451338245739,0.8428194244809585,0.859955581880109,0.8856480516107508,0.09051701588923144,0.0,0.0,0.006666666666666667,0.9933333333333333,1.0,-0.008478176353055256,severe,severe,severe,True,low uncertainty,robust severe,67,68,59
SIM048490,EXP0072,MP0565,PVC,0.05,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7664805399351885,0.7803404464296572,0.983587167576772,0.8891809683337801,0.8757376087536164,0.8926559809794302,0.9023223979174017,0.9113024981981594,0.8496595281605287,severe,lymphatic burden dominated,0.8416894734282878,0.024844919659158683,0.02951791657549577,0.7991904028984392,0.8250827106094207,0.8415376556732708,0.8583407321922716,0.8816188088746935,0.08242840597625423,0.0,0.0,0.0,1.0,1.0,-0.007970054732240883,severe,severe,severe,True,low uncertainty,robust severe,68,51,89
SIM047736,EXP0071,MP0486,PS,1.0,submicron-to-small,fiber,oxidized,positive,high,365,barrier-impaired,normal,0.8173245789978065,0.7854889588161857,0.9742467705306572,0.9055154303685192,0.8860556591794843,0.894490998793908,0.8725845154831154,0.9126170790822584,0.8501963558394918,severe,lymphatic burden dominated,0.8416151566324472,0.02653687279603857,0.031530887469029156,0.7976481774398778,0.8243772201742876,0.8405709988602803,0.8596951584230565,0.8829081050416552,0.08525992760177736,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.008581199207044587,severe,severe,severe,True,low uncertainty,robust severe,69,58,78
SIM048006,EXP0072,MP0081,PET,1.0,submicron-to-small,fiber,oxidized,positive,high,365,barrier-impaired,high-fat,0.7789378166606986,0.7854289393321213,0.9702398248471196,0.8960344190360612,0.8783834206942148,0.8910618117555894,0.8951058691014908,0.9100758932110186,0.8485235258835562,severe,lymphatic burden dominated,0.841210598524658,0.026065646881598313,0.030985875507610214,0.797540017003563,0.8223291664484218,0.8424113433711544,0.8593747676114496,0.8827459781968655,0.08520596119330248,0.0,0.0,0.0,1.0,1.0,-0.0073129273588982135,severe,severe,severe,True,low uncertainty,robust severe,70,59,81
SIM048488,EXP0072,MP0563,PVC,0.05,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7582242394417085,0.7818667472899956,0.977057044418903,0.8920508604207426,0.874041051225541,0.8907402743987612,0.8988832053520271,0.909537046862539,0.8485582798984505,severe,lymphatic burden dominated,0.8412006709316568,0.02807297763758739,0.03337250980370985,0.7905616811265228,0.8242819845068844,0.8427975806740063,0.8608757032278558,0.8832056825333293,0.09264400140680651,0.0,0.0,0.0,1.0,1.0,-0.007357608966793605,severe,severe,severe,True,low uncertainty,robust severe,71,100,73
SIM047976,EXP0072,MP0051,PET,0.1,nano-scale,fiber,UV-aged,positive,high,365,barrier-impaired,high-fat,0.7626429220624804,0.7866403884270365,0.9663514085011562,0.896091883163095,0.8749775280291914,0.8890794162747849,0.8944999223018094,0.908006641396778,0.8483075729769519,severe,lymphatic burden dominated,0.8410812566853278,0.025387529390320622,0.030184395608031753,0.8022543609375438,0.8249244878609172,0.8410346521138803,0.8570278919561733,0.8796346423424816,0.0773802814049378,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.007226316291624069,severe,severe,severe,True,low uncertainty,robust severe,72,34,106
SIM048240,EXP0072,MP0315,PP,0.1,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,high-fat,0.7920042915226373,0.7837551681628391,0.9930615223570496,0.8899311448949004,0.883138396950806,0.8982712053249009,0.9072813579051652,0.9166157944366594,0.8513261382322567,severe,lymphatic burden dominated,0.8408693705214023,0.027531409955079595,0.032741601633051884,0.7939636287487385,0.8210706116829156,0.8425163708221843,0.8609973457910445,0.8837034621729972,0.08973983342425873,0.0,0.0,0.0,1.0,1.0,-0.010456767710854353,severe,severe,severe,True,low uncertainty,robust severe,73,77,70
SIM048409,EXP0072,MP0484,PS,1.0,submicron-to-small,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7540042764067755,0.7743125928709778,0.9936654561028296,0.8871080350498105,0.873139025829198,0.893168081171967,0.9032201725126237,0.9119604912266994,0.8490786244645049,severe,lymphatic burden dominated,0.8407412397201874,0.026815430973709063,0.03189498707426531,0.8005530255744843,0.8217292722966447,0.8420801162915593,0.856982186505377,0.8845770280287242,0.08402400245423991,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.008337384744317444,severe,severe,severe,True,low uncertainty,robust severe,74,43,65
SIM048407,EXP0072,MP0482,PS,1.0,submicron-to-small,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7439108483299572,0.7752800144610732,0.9911253906410264,0.8900466224472601,0.8716230489377612,0.8932587352838041,0.9018022313295024,0.9116239619090334,0.848875662699447,severe,lymphatic burden dominated,0.8406810565613485,0.027701520429233444,0.03295128421533426,0.7950769669395571,0.8213188752058047,0.840019514448733,0.8596126045111957,0.8874815973863741,0.09240463044681702,0.0,0.0,0.0,1.0,1.0,-0.008194606138098526,severe,severe,severe,True,low uncertainty,robust severe,75,69,48
SIM048085,EXP0072,MP0160,PE,0.05,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7527589886307676,0.7733963228195512,1.0,0.8816104600681857,0.8726888412963432,0.892837813941507,0.904831264873593,0.911616598362076,0.8495435209839703,severe,lymphatic burden dominated,0.8402765060091969,0.026820942766552343,0.03191918680899888,0.7971800259374291,0.8211796174943622,0.8420304011224675,0.8573377664467671,0.88285531001995,0.0856752840825209,0.0,0.0,0.0,1.0,1.0,-0.009267014974773446,severe,severe,severe,True,low uncertainty,robust severe,76,61,79
SIM047706,EXP0071,MP0456,PS,0.1,nano-scale,fiber,UV-aged,positive,high,365,barrier-impaired,normal,0.8012222647805068,0.7864644717645247,0.9712632534100634,0.9058311065978832,0.8828654092612499,0.8927168679736524,0.8723912673100302,0.9108821283886058,0.8500466996126713,severe,lymphatic burden dominated,0.8401293149996454,0.02592947262884371,0.030863668444689126,0.7950326604824609,0.8247648606489443,0.8404018039490141,0.8574507321269864,0.8799510492399969,0.08491838875753599,0.0,0.0,0.0,1.0,1.0,-0.009917384613025937,severe,severe,severe,True,low uncertainty,robust severe,77,71,100
SIM047411,EXP0071,MP0161,PE,0.05,nano-scale,fiber,oxidized,negative,high,365,barrier-impaired,normal,0.7910218854977893,0.7729671030623003,0.9898483599030808,0.8920703929563067,0.8782476918699609,0.8897883709837023,0.8850333545598283,0.9107374609785132,0.8464852166253312,severe,lymphatic burden dominated,0.839954841839128,0.026900094110625716,0.03202564324969475,0.7920420436978859,0.8205375968695942,0.8408647691075812,0.8589221307324885,0.8835130045405182,0.09147096084263229,0.0,0.0,0.0,1.0,1.0,-0.006530374786203108,severe,severe,severe,True,low uncertainty,robust severe,78,86,72
SIM048245,EXP0072,MP0320,PP,0.1,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,high-fat,0.7402269912827766,0.7724629746203945,0.9982186157877824,0.8838345921128452,0.8702828948872472,0.8922595748276483,0.9040035499274636,0.9109811948979316,0.8483455486572532,severe,lymphatic burden dominated,0.8399482571649153,0.025096299761449222,0.029878387802276186,0.7993308053375444,0.8226943558903252,0.8387979980469198,0.8593557575708695,0.880523256633004,0.0811924512954596,0.0,0.0,0.0,1.0,1.0,-0.008397291492337922,severe,severe,severe,True,low uncertainty,robust severe,79,49,95
SIM047673,EXP0071,MP0423,PS,0.05,nano-scale,fragment,oxidized,positive,high,365,barrier-impaired,normal,0.8293256758995281,0.7873323801211647,0.9620339256787716,0.9031142897079708,0.8865583345329532,0.8898109472639188,0.8749015457775163,0.909728461119588,0.8457323055879162,severe,lymphatic burden dominated,0.8398962315542295,0.02654355752862992,0.03160337733564945,0.7934309045940631,0.8227787728277407,0.8402209023134237,0.8595154514965085,0.8806023953381319,0.08717149074406882,0.0,0.0,0.0,1.0,1.0,-0.005836074033686689,severe,severe,severe,True,low uncertainty,robust severe,80,80,92
SIM048352,EXP0072,MP0427,PS,0.05,nano-scale,fiber,UV-aged,neutral,high,365,barrier-impaired,high-fat,0.7396220603469355,0.776563687828011,0.9944656662376552,0.8883421728295442,0.8713292207661769,0.8936361856961932,0.9045926703104712,0.9120162524158096,0.8508037099086309,severe,lymphatic burden dominated,0.8392016688258104,0.026336448907043043,0.03138274134256781,0.7907515102338112,0.8230458103475434,0.8414417508318619,0.8570152896973999,0.8798640737240218,0.08911256349021057,0.0,0.0,0.0,1.0,1.0,-0.01160204108282048,severe,severe,severe,True,low uncertainty,robust severe,81,97,101
SIM048140,EXP0072,MP0215,PE,1.0,submicron-to-small,fiber,oxidized,negative,high,365,barrier-impaired,high-fat,0.7593022804161438,0.7726627790667288,0.998885836229142,0.8839300029572187,0.8740215367285841,0.8929548145921711,0.903487270076544,0.912190025083616,0.8484033107527745,severe,lymphatic burden dominated,0.8389400034236749,0.028011443778551155,0.0333890905955186,0.7873500284394535,0.8218984301959783,0.8401914420936374,0.8579308342429286,0.8843261802820483,0.0969761518425949,0.0,0.0,0.0033333333333333335,0.9966666666666667,1.0,-0.009463307329099613,severe,severe,severe,True,low uncertainty,robust severe,82,131,66
SIM048346,EXP0072,MP0421,PS,0.05,nano-scale,fragment,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7655380348349352,0.7766614394812505,0.9873246855688168,0.8853317520060437,0.8746938090743066,0.8922274497113354,0.9047583730565686,0.911090533450466,0.846690815253175,severe,lymphatic burden dominated,0.8389076094210253,0.024821924399773924,0.02958838866281743,0.7984009677328741,0.8219887332401443,0.8386752095362641,0.8566233869728743,0.876592617783742,0.07819165005086792,0.0,0.0,0.0,1.0,1.0,-0.007783205832149753,severe,severe,severe,True,low uncertainty,robust severe,83,53,124
SIM048379,EXP0072,MP0454,PS,0.1,nano-scale,fiber,UV-aged,neutral,high,365,barrier-impaired,high-fat,0.7375138094239284,0.7756728921219399,0.9945841608384298,0.8878376295234771,0.8706395288166062,0.893212395499489,0.9042827125225488,0.9116288475060592,0.8503425375279906,severe,lymphatic burden dominated,0.8388931948330309,0.029216201587713545,0.0348270814063449,0.7878703185938375,0.8189786383355875,0.8407107598034553,0.8603257863552256,0.8827673404543964,0.09489702186055893,0.0,0.0,0.0,1.0,1.0,-0.011449342694959674,severe,severe,severe,True,low uncertainty,robust severe,84,125,80
SIM047546,EXP0071,MP0296,PP,0.05,nano-scale,fiber,oxidized,negative,high,365,barrier-impaired,normal,0.7887968854977891,0.7714942224485276,0.985372759500166,0.891030527939486,0.8765956732765592,0.888879937218395,0.880048762815467,0.9086746857726244,0.8443829411106604,severe,lymphatic burden dominated,0.8384216964192206,0.02778839371511857,0.03314369586780219,0.7905163210197066,0.8214505057887052,0.8390065517732352,0.8582731296372541,0.8819405838376548,0.09142426281794824,0.0,0.0,0.0,1.0,1.0,-0.005961244691439771,severe,severe,severe,True,low uncertainty,robust severe,85,103,86
SIM048112,EXP0072,MP0187,PE,0.1,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7507342041658126,0.7725161556136594,1.0,0.8811091792253877,0.8720006156409341,0.8924162904562059,0.9045243400889752,0.9112175431648456,0.8490580101328487,severe,lymphatic burden dominated,0.8381929554159496,0.0276337875087478,0.03296828890073609,0.7905597161530106,0.8196518191261479,0.8395151901311437,0.8573930381033134,0.8815317552559849,0.09097203910297436,0.0,0.0,0.0,1.0,1.0,-0.010865054716899025,severe,severe,severe,True,low uncertainty,robust severe,86,101,90
SIM047705,EXP0071,MP0455,PS,0.1,nano-scale,fiber,UV-aged,negative,high,365,barrier-impaired,normal,0.7757387722475753,0.7755196404932468,0.9697494077193888,0.8968831535700987,0.873606080335853,0.8866978638525752,0.8654962354089213,0.9043039326299224,0.8432031969273076,severe,lymphatic burden dominated,0.8381869099183857,0.026591071376488903,0.031724512828584205,0.78999325394105,0.8224064090554761,0.8394663003194518,0.8568782909904834,0.8778467923194812,0.08785353837843113,0.0,0.0,0.0,1.0,1.0,-0.005016287008921871,severe,severe,severe,True,low uncertainty,robust severe,87,105,120
SIM048220,EXP0072,MP0295,PP,0.05,nano-scale,fiber,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7505339886307677,0.7718260975728098,0.9996491572308706,0.8809620034431289,0.8717581247607001,0.892233423608385,0.904308772458047,0.9110309168281736,0.8484303686318762,severe,lymphatic burden dominated,0.838179595861033,0.028034265589826125,0.033446609447697236,0.7909655696239288,0.8187708462778325,0.8408309478913061,0.8573434997790873,0.8782319626012853,0.0872663929773565,0.0,0.0,0.0,1.0,1.0,-0.010250772770843186,severe,severe,severe,True,low uncertainty,robust severe,88,96,118
SIM048373,EXP0072,MP0448,PS,0.1,nano-scale,fragment,oxidized,neutral,high,365,barrier-impaired,high-fat,0.7638215014980837,0.7759763011867141,0.9877533082308488,0.8849628567386958,0.8742007736080976,0.8920643595867487,0.9045527218367414,0.9108970016457412,0.8464382354494009,severe,lymphatic burden dominated,0.83817026164612,0.028840452552520306,0.03440882344816774,0.7871332071707355,0.8193087283732112,0.8405040927676745,0.8581987341651879,0.8816880693039152,0.09455486213317965,0.0,0.0,0.0,1.0,1.0,-0.008267973803280926,severe,severe,severe,True,low uncertainty,robust severe,89,132,88
SIM048104,EXP0072,MP0179,PE,0.1,nano-scale,fragment,oxidized,negative,high,365,barrier-impaired,high-fat,0.7687356342532092,0.7743670581409283,0.9958934072495478,0.8820266544940912,0.8755234349809613,0.8938588838789452,0.9052325172315828,0.9122699991720364,0.8467206150932404,severe,lymphatic burden dominated,0.8381649866808019,0.025917937850091548,0.03092223877389303,0.7974659006212305,0.8198410240235762,0.8395057699321027,0.8579671905334381,0.8802301152219718,0.08276421460074135,0.0,0.0,0.0,1.0,1.0,-0.00855562841243851,severe,severe,severe,True,low uncertainty,robust severe,90,60,97
